id,name,voltage_kv,action_type,capacity_mva,target_cod_year,status,province,region_key,source_page,source_table
RUPTL-JAMALI-GI-0625,BESS Jawa-Bali (Kuota) Tersebar I (2),150,New,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0626,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0627,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0628,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2031,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0629,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0630,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0631,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0632,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0633,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0634,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0635,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0636,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0637,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0638,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0639,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0640,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2032,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0641,PLTP Jawa-Bali (Kuota) Tersebar (1),150/20,New,60.0,2032,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0642,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0643,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,894,
RUPTL-JAMALI-GI-0644,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0645,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0646,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0647,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0648,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0649,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0650,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2033,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0651,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2033,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0652,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2033,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0653,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2033,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0654,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2033,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0655,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2033,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0656,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2033,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0657,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0658,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0659,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0660,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0661,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0662,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0663,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0664,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0665,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0666,BESS Jawa-Bali (Kuota) Tersebar IVC (1),150,New,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0667,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0668,BESS Jawa-Bali (Kuota) Tersebar IVC (2),150,New,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0669,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0670,Jawa Tengah Eksisting/Baru,150,Extension,2.0,2034,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0671,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0672,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0673,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0674,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0675,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0676,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,895,
RUPTL-JAMALI-GI-0677,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,896,Tabel B4.15
RUPTL-JAMALI-GI-0678,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,896,Tabel B4.15
RUPTL-JAMALI-GI-0679,Tanjung Jati B,150/20,Extension,60.0,2026,Planned,Jawa Tengah,jamali,896,Tabel B4.15
RUPTL-JAMALI-GI-0680,Brebes II / Ketanggungan,150/20,New,60.0,2027,Planned,Jawa Tengah,jamali,896,Tabel B4.15
RUPTL-JAMALI-GI-0681,Pandean Lamper,150/20,Extension,60.0,2027,Construction,Jawa Tengah,jamali,896,Tabel B4.15
RUPTL-JAMALI-GI-0682,Pandean Lamper II / Banget Ayu,150/20,New,60.0,2027,Planned,Jawa Tengah,jamali,896,Tabel B4.15
RUPTL-JAMALI-GI-0683,BESS Jawa Tengah (Kuota) IIIC,150,New,2.0,,Planned,Jawa Tengah,jamali,896,Tabel B4.15
RUPTL-JAMALI-GI-0684,Jawa Tengah Eksisting/Baru,150,Extension,2.0,,Planned,Jawa Tengah,jamali,896,Tabel B4.15
RUPTL-JAMALI-GI-0685,Bantul,150/20,Extension,60.0,2026,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0686,Bantul,150,Extension,2.0,2026,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0687,Kentungan II / Kalasan,150,Extension,4.0,2026,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0688,Pedan,150,Extension,2.0,2026,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0689,Bantul II / Tuksono,150/20,New,60.0,2030,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0690,DI Yogyakarta Eksisting/Baru,150,Extension,2.0,2033,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0691,DI Yogyakarta Eksisting/Baru,150,Extension,2.0,,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0692,DI Yogyakarta Eksisting/Baru,150,Extension,2.0,,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0693,DI Yogyakarta Eksisting/Baru,150,Extension,2.0,,Planned,Daerah Istimewa Yogyakarta,jamali,903,Tabel B5.13
RUPTL-JAMALI-GI-0694,Bangil,500/150,New,500.0,2025,Construction,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0695,Bangil,150,Uprate,2.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0696,Bulukandang,150,Uprate,1.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0697,Kebon agung,150,Uprate,2.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0698,Lawang,150,Uprate,1.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0699,Bangil New,150/20,New,60.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0700,Banyuwangi,150/20,Uprate,60.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0701,Bungah,150,Extension,4.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0702,Bungah,150/20,Extension,60.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0703,Ponorogo,150/70,Extension,100.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0704,Ngimbang,500/150,Extension,500.0,2025,Committed,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0705,Genteng,150/20,Extension,60.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0706,Banyuwangi,150,Extension,2.0,2025,Construction,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0707,PLTP Ijen,150/20,New,60.0,2025,Construction,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0708,Kasih Jatim,150/20,Uprate,60.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0709,Bangkalan,150,Uprate,2.0,2025,Planned,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0710,Perak,150,Uprate,1.0,2025,Construction,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0711,Tandes,150,Uprate,2.0,2025,Construction,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0712,Babat / Baureno,150,Uprate,2.0,2025,Construction,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0713,Cerme,150,Uprate,2.0,2025,Construction,Jawa Timur,jamali,928,Tabel B6.14
RUPTL-JAMALI-GI-0714,Lamongan,150,Uprate,2.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0715,Lamongan,150,Uprate,2.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0716,Ngoro,150/20,Extension,60.0,2025,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0717,Mojoagung,150,Uprate,2.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0718,PLTS Karangkates,150,New,2.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0719,Sutami,150,Extension,2.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0720,Kediri,150,Extension,2.0,2025,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0721,Sekarputih / Mojokerto,150/20,Extension,60.0,2025,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0722,Situbondo,150/20,Uprate,60.0,2025,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0723,Tarik,70/20,Uprate,30.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0724,Tulungagung II,150/20,Extension,60.0,2025,Committed,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0725,PLTA Tulungagung,70/20,Extension,30.0,2025,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0726,Driyorejo,150/70,Uprate,100.0,2025,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0727,Krian,500,Extension,1.0,2025,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0728,Waru,500/150,New,1000.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0729,Waru New,150/20,New,60.0,2025,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0730,Paiton,500,Extension,3.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0731,Watudodol / Kalipuro,500/150,New,1000.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0732,Kalipuro New,150/20,New,60.0,2025,Construction,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0733,Bangil,500/150,Extension,500.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0734,Gempol / New Porong,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0735,Paciran,150,Extension,4.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0736,Tuban,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0737,Rejoso,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0738,Segoromadu,150/70,Extension,100.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0739,Cerme,150,Extension,,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0740,KI Tuban,150,New,3.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0741,Mliwang,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0742,Wlingi,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0743,Wlingi II,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0744,Madiun,500/150,New,1000.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0745,Manisrejo,150,Uprate,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0746,Ngawi,150,Uprate,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0747,Madiun,150/20,New,60.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0748,Bangkalan,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0749,Guluk Guluk,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0750,Kertosono,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0751,Ngimbang,500,Extension,2.0,2026,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0752,Jawa Timur Eksisiting,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0753,PLTS+BESS Jawa Timur (Kuota) IVA,150,New,2.0,2028,Planned,Jawa Timur,jamali,929,
RUPTL-JAMALI-GI-0754,Jawa Timur Eksisiting,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0755,PLTS+BESS Jawa Timur (Kuota) V,150,New,2.0,2028,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0756,PLTU Paiton II,150/20,New,60.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0757,Pier,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0758,Driyorejo,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0759,Kerek,150,Uprate,4.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0760,Tuban,150,Uprate,2.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0761,Manisrejo,150,Extension,2.0,2026,Construction,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0762,Caruban Baru,150/20,New,120.0,2026,Construction,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0763,Caruban Baru,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0764,Kertosono,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0765,Sidoarjo,150/20,Extension,60.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0766,Jenu / TPPI,150,New,4.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0767,Mliwang,150,Extension,2.0,2026,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0768,Petrokimia,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0769,BSI,150,New,3.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0770,Genteng,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0771,Genteng,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0772,Dolopo Baru,150/20,New,60.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0773,Kalisari,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0774,Cerme,150,Uprate,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0775,Manyar,150,Uprate,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0776,Buduran,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0777,Surabaya Selatan,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0778,Kalanganyar,150/20,New,60.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0779,Kalanganyar,500/275,New,1000.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0780,Kasih Jatim,150/20,Extension,60.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0781,Bangkalan,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0782,Ujung,150,Uprate,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0783,Bangkalan,150,Uprate,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0784,Sampang,150,Uprate,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0785,Magetan Baru,150/20,New,120.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0786,New Ngoro,500/150,New,1000.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0787,New Ngoro,150/20,New,120.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0788,Bulukandang,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0789,Suryazigzag,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0790,Paiton Baru / Besuki,150/20,New,60.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0791,Banyuwangi,150,Uprate,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0792,Genteng,150,Uprate,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0793,Jember,150,Uprate,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0794,Gresik,500,Extension,2.0,2027,Planned,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0795,Kalanganyar Switching Point,275,New,2.0,2027,Construction,Jawa Timur,jamali,930,
RUPTL-JAMALI-GI-0796,Surabaya Selatan,275/150,New,1000.0,2027,Construction,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0797,Surabaya Selatan,150,Extension,2.0,2027,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0798,Surabaya Selatan,150,Extension,,2027,Construction,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0799,Ngimbang,500,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0800,Tanjung Awar- Awar,500/150,New,1500.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0801,New Tanjung Awar-Awar,150/20,New,60.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0802,Driyorejo II / Wringinanom,150/20,Extension,60.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0803,Ngimbang,500/150,Extension,500.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0804,Lamongan,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0805,Ngimbang,150,Extension,,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0806,Ngimbang,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0807,Gresik Baru,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0808,Sawahan II,150,New,8.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0809,Jember II / Arjasa,150/20,New,60.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0810,Cerme,150,Uprate,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0811,Segoromadu,150,Uprate,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0812,Jenu / TPPI,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0813,New Tanjung Awar - Awar,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0814,New Porong,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0815,Ngoro,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0816,Pamekasan,150,Uprate,4.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0817,Sampang,150,Uprate,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0818,Sutami,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0819,Wlingi,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0820,Mojoagung,150,Uprate,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0821,Sekarputih / Mojokerto,150,Uprate,2.0,2028,Construction,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0822,Guluk-Guluk,150,Extension,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0823,PLTG/GU Madura,150,New,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0824,Sumenep,150,Uprate,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0825,Kerek,150,Uprate,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0826,Mliwang,150,Uprate,2.0,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0827,Blitar,150,New,,2028,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0828,Waru Switching Point,275,Extension,2.0,2029,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0829,Batu Marmar,150/20,New,60.0,2029,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0830,Tanjung Bumi,150/20,New,60.0,2029,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0831,Mantingan,150/20,New,60.0,2029,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0832,Waru,500/275,New,1000.0,2029,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0833,Kalanganyar,500/150,Extension,1000.0,2030,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0834,Kenjeran,150,Extension,2.0,2030,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0835,Undaan,150,Extension,2.0,2030,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0836,Kupang,150,Extension,2.0,2030,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0837,Wonokromo,150,Extension,2.0,2030,Planned,Jawa Timur,jamali,931,
RUPTL-JAMALI-GI-0838,Simpang,150,Extension,2.0,2030,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0839,Undaan,150,Extension,2.0,2030,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0840,Petrokimia,150/20,Uprate,60.0,2030,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0841,Gondangwetan,150,Uprate,2.0,2030,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0842,Probolinggo,150,Uprate,2.0,2030,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0843,Sekarputih II / Gondang,150/20,New,120.0,2030,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0844,Dolopo Baru,150,Extension,2.0,2030,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0845,PLTP Wilis / Ngebel,150/20,New,60.0,2030,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0846,Mojoagung,150/20,Uprate,60.0,2031,Planned,Jawa Timur,jamali,932,
RUPTL-JAMALI-GI-0847,Sedati,150/20,Extension,60.0,2031,Planned,Jawa Timur,jamali,932,
