id,system,voltage_class,voltage_kv_max,voltage_kv_all,length_km,osm_id,osm_voltage,source_id
TRM-SLW-0098,Sulutgo,150 kV,150.0,150,13.532,way/757066906,150000,OSM-overpass
TRM-SLW-0099,Sulselrabar,150 kV,150.0,150,105.953,way/758790654,150000,OSM-overpass
TRM-SLW-0100,Sulselrabar,150 kV,150.0,150,0.033,way/759024196,150000,OSM-overpass
TRM-SLW-0101,Sulselrabar,150 kV,150.0,150,0.037,way/759024197,150000,OSM-overpass
TRM-SLW-0102,Sulselrabar,150 kV,150.0,150,37.178,way/759024198,150000,OSM-overpass
TRM-SLW-0103,Sulteng,150 kV,150.0,150,87.625,way/779960109,150000,OSM-overpass
TRM-SLW-0104,Sulteng,150 kV,150.0,150,19.838,way/780195698,150000,OSM-overpass
TRM-SLW-0105,Sulselrabar,150 kV,150.0,150,51.084,way/831057702,150000,OSM-overpass
TRM-SLW-0106,Sulselrabar,70 kV,70.0,70,12.741,way/831075681,70000,OSM-overpass
TRM-SLW-0107,Sulselrabar,150 kV,150.0,150,14.111,way/831090616,150000,OSM-overpass
TRM-SLW-0108,Sulselrabar,150 kV,150.0,150,26.712,way/858167565,150000,OSM-overpass
TRM-SLW-0109,Sulselrabar,150 kV,150.0,150,89.606,way/896454097,150000,OSM-overpass
TRM-SLW-0110,Sulutgo,150 kV,150.0,150,50.092,way/942620061,150000,OSM-overpass
TRM-SLW-0111,Sulutgo,150 kV,150.0,150,1.469,way/942620066,150000,OSM-overpass
TRM-SLW-0112,Sulselrabar,150 kV,150.0,150,23.096,way/943189955,150000,OSM-overpass
TRM-SLW-0113,Sulselrabar,150 kV,150.0,150,76.447,way/943189960,150000,OSM-overpass
TRM-SLW-0114,Sulselrabar,150 kV,150.0,150,13.352,way/943189961,150000,OSM-overpass
TRM-SLW-0115,Sulteng,150 kV,150.0,150,29.424,way/943189962,150000,OSM-overpass
TRM-SLW-0116,Sulselrabar,150 kV,150.0,150,110.378,way/943189964,150000,OSM-overpass
TRM-SLW-0117,Sulselrabar,150 kV,150.0,150,74.09,way/943189965,150000,OSM-overpass
TRM-SLW-0118,Sulteng,275 kV,275.0,275,0.669,way/943189968,275000,OSM-overpass
TRM-SLW-0119,Sulteng,275 kV,275.0,275,0.773,way/943189969,275000,OSM-overpass
TRM-SLW-0120,Sulteng,150 kV,150.0,150,46.374,way/943189970,150000,OSM-overpass
TRM-SLW-0121,Sulutgo,150 kV,150.0,150,37.215,way/943309150,150000,OSM-overpass
TRM-SLW-0122,Sulutgo,150 kV,150.0,150,76.349,way/943309152,150000,OSM-overpass
TRM-SLW-0123,Sulutgo,150 kV,150.0,150,71.184,way/943309154,150000,OSM-overpass
TRM-SLW-0124,Sulutgo,150 kV,150.0,150,18.124,way/943309156,150000,OSM-overpass
TRM-SLW-0125,Sulutgo,150 kV,150.0,150,29.583,way/943309163,150000,OSM-overpass
TRM-SLW-0126,Sulutgo,150 kV,150.0,150,0.427,way/943309168,150000,OSM-overpass
TRM-SLW-0127,Sulutgo,150 kV,150.0,150,5.739,way/943309172,150000,OSM-overpass
TRM-SLW-0128,Sulutgo,150 kV,150.0,150,2.557,way/943309173,150000,OSM-overpass
TRM-SLW-0129,Sulutgo,150 kV,150.0,150,5.035,way/943309174,150000,OSM-overpass
TRM-SLW-0130,Sulutgo,70 kV,70.0,70,10.107,way/943309175,70000,OSM-overpass
TRM-SLW-0131,Sulteng,150 kV,150.0,150,50.437,way/950292851,150000,OSM-overpass
TRM-SLW-0132,Sulselrabar,150 kV,150.0,150,37.099,way/1003491142,150000,OSM-overpass
