id,name,type,capacity_mw,province,region_key,status,target_cod_year,cod_re_base,cod_ared,developer,source_table,source_page,lat,lon,coord_source,coord_confidence,reference_ruptl_id,reference_source_url
RUPTL-SUMATRA-P-0139,Bayu Sumatera (Kuota) Tersebar,PLTB,270.0,Lampung,sumatra,Planned,2033,2033,,IPP,Tabel A10.11,720,-4.403840,105.334623,province_centroid,low,,
RUPTL-SUMATRA-P-0140,Rajabasa (FTP2),PLTP,110.0,Lampung,sumatra,Committed,2033,2033,,IPP,Tabel A10.11,720,-4.559672,105.299954,province_centroid,low,,
RUPTL-SUMATRA-P-0141,Sumatera (Kuota) Tersebar,PLTP,115.0,Lampung,sumatra,Planned,2033,2033,,IPP,Tabel A10.11,720,-4.626151,105.381912,province_centroid,low,,
RUPTL-SUMATRA-P-0142,Dedieselisasi,PLTS,0.6,Lampung,sumatra,Planned,2027,2027,,IPP,Tabel A10.11,720,-4.666470,105.549903,province_centroid,low,,
RUPTL-SUMATRA-P-0143,Isolated Lampung tersebar,PLTS,0.4,Lampung,sumatra,Planned,2028,2028,,IPP,Tabel A10.11,720,-4.663528,105.214209,province_centroid,low,,
RUPTL-SUMATRA-P-0144,Isolated Lampung tersebar,PLTS,0.2,Lampung,sumatra,Planned,2029,2029,,IPP,Tabel A10.11,720,-4.493077,105.300002,province_centroid,low,,
RUPTL-SUMATRA-P-0145,Isolated Lampung tersebar,PLTS,0.6,Lampung,sumatra,Planned,2031,2031,,IPP,Tabel A10.11,720,-4.450283,105.486414,province_centroid,low,,
RUPTL-SUMATRA-P-0146,Isolated Lampung tersebar,PLTS,0.2,Lampung,sumatra,Planned,2033,2033,,IPP,Tabel A10.11,720,-4.639045,105.368014,province_centroid,low,,
RUPTL-SUMATRA-P-0147,Isolated Lampung tersebar,PLTS,0.79,Lampung,sumatra,Planned,2034,2034,,IPP,Tabel A10.11,720,-4.462346,105.408188,province_centroid,low,,
RUPTL-SUMATRA-P-0148,Kuala Mandor,PLTBm,5.0,Lampung,sumatra,Construction,2025,2025,,IPP,Tabel A11.11,735,-4.671226,105.491033,province_centroid,low,,
RUPTL-SUMATRA-P-0149,Kalbar-1,PLTGU,250.0,Lampung,sumatra,Planned,2026,2026,,SH-PLN,Tabel A11.11,735,-4.567975,105.410037,province_centroid,low,,
RUPTL-SUMATRA-P-0150,Kalbar-1 (PLTS+BESS),PLTS,80.0,Lampung,sumatra,Planned,,,,IPP,Tabel A11.11,735,-4.362916,105.248583,province_centroid,low,,
RUPTL-SUMATRA-P-0151,Kalbar-1 (PLTS+BESS),PLTS,50.0,Lampung,sumatra,Planned,,,,IPP,Tabel A11.11,735,-4.441891,105.352631,province_centroid,low,,
RUPTL-SUMATRA-P-0152,Kalbar-1 (PLTS+BESS),PLTS,40.0,Lampung,sumatra,Planned,,,,IPP,Tabel A11.11,735,-4.343355,105.220141,province_centroid,low,,
RUPTL-SUMATRA-P-0153,Kalbar-1 (PLTS+BESS),PLTS,25.0,Lampung,sumatra,Planned,,,,IPP,Tabel A11.11,735,-4.619718,105.291679,province_centroid,low,,
RUPTL-SUMATRA-P-0154,Setanggi,PLTM,5.0,Lampung,sumatra,Committed,2027,2027,,IPP,Tabel A11.11,735,-4.572360,105.409742,province_centroid,low,,
RUPTL-SUMATRA-P-0155,Manajur,PLTM,5.0,Lampung,sumatra,Committed,2027,2027,,IPP,Tabel A11.11,735,-4.474677,105.523997,province_centroid,low,,
RUPTL-SUMATRA-P-0156,Kalbar-2,PLTGU,100.0,Lampung,sumatra,Planned,2027,2027,,IPP,Tabel A11.11,735,-4.509140,105.588620,province_centroid,low,,
RUPTL-SUMATRA-P-0157,Kalbar,PLTS,50.0,Lampung,sumatra,Planned,2028,2028,,SH-PLN,Tabel A11.11,735,-4.730584,105.227860,province_centroid,low,,
RUPTL-SUMATRA-P-0158,Khatulistiwa (Kuota) Tersebar,PLTM,16.0,Lampung,sumatra,Planned,2028,2028,,IPP,Tabel A11.11,735,-4.417188,105.273540,province_centroid,low,,
RUPTL-SUMATRA-P-0159,Kalimantan (Kuota) Tersebar,?,7.5,Lampung,sumatra,Planned,2029,2029,,IPP,Tabel A11.11,735,-4.448503,105.537056,province_centroid,low,,
RUPTL-SUMATRA-P-0160,Kalbar,PLTM,2.0,Lampung,sumatra,Planned,2029,2029,,PLN,Tabel A11.11,735,-4.461707,105.349284,province_centroid,low,,
RUPTL-SUMATRA-P-0161,Kalbar-2 (PLTS+BESS),PLTS,80.0,Lampung,sumatra,Planned,,,,IPP,Tabel A11.11,735,-4.499373,105.386744,province_centroid,low,,
RUPTL-SUMATRA-P-0162,Kalbar-2 (PLTS+BESS),PLTS,50.0,Lampung,sumatra,Planned,,,,IPP,Tabel A11.11,735,-4.548716,105.450446,province_centroid,low,,
RUPTL-SUMATRA-P-0163,Kalbar-3,PLTMG,50.0,Lampung,sumatra,Planned,2029,2029,,IPP,Tabel A11.11,735,-4.647706,105.468158,province_centroid,low,,
RUPTL-SUMATRA-P-0164,Kalimantan (Kuota) Tersebar,?,17.0,Lampung,sumatra,Planned,2030,2030,,IPP,Tabel A11.11,735,-4.340420,105.253195,province_centroid,low,,
RUPTL-SUMATRA-P-0165,Kalbar-2 (PLTS+BESS),PLTS,160.0,Lampung,sumatra,Planned,,,,IPP,Tabel A11.11,735,-4.609112,105.562282,province_centroid,low,,
RUPTL-SUMATRA-P-0166,Kalbar-2 (PLTS+BESS),PLTS,100.0,Lampung,sumatra,Planned,,,,IPP,Tabel A11.11,735,-4.679426,105.592263,province_centroid,low,,
RUPTL-SUMATRA-P-0167,Parit Baru (FTP1),PLTU,50.0,Lampung,sumatra,Construction,2030,2030,,PLN,Tabel A11.11,735,-4.658421,105.451573,province_centroid,low,,
RUPTL-SUMATRA-P-0168,Parit Baru (FTP1),PLTU,50.0,Lampung,sumatra,Construction,2030,2030,,PLN,Tabel A11.11,735,-4.711786,105.375609,province_centroid,low,,
RUPTL-SUMATRA-P-0169,Pantai Kura- Kura (FTP1),PLTU,27.5,Lampung,sumatra,Construction,2030,2030,,PLN,Tabel A11.11,735,-4.644159,105.318863,province_centroid,low,,
RUPTL-SUMATRA-P-0170,Pantai Kura- Kura (FTP1),PLTU,27.5,Lampung,sumatra,Construction,2030,2030,,PLN,Tabel A11.11,735,-4.644214,105.182413,province_centroid,low,,
RUPTL-SUMATRA-P-0171,Khatulistiwa (Kuota) Tersebar,PLTA,150.0,Lampung,sumatra,Planned,2030,2030,,IPP,Tabel A11.11,735,-4.682719,105.489246,province_centroid,low,,
RUPTL-SUMATRA-P-0172,Kalimantan (Kuota) Tersebar,?,10.0,Lampung,sumatra,Planned,2031,2031,,IPP,Tabel A11.11,735,-4.384677,105.481754,province_centroid,low,,
RUPTL-SUMATRA-P-0173,Kalimantan (Kuota) Tersebar,?,4.0,Lampung,sumatra,Planned,2031,2031,,IPP,Tabel A11.11,735,-4.639217,105.401769,province_centroid,low,,
RUPTL-SUMATRA-P-0174,Khatulistiwa (Kuota) Tersebar,PLTA,100.0,Lampung,sumatra,Planned,2032,2032,,IPP,Tabel A11.11,735,-4.767694,105.296992,province_centroid,low,,
RUPTL-SUMATRA-P-0175,Kalimantan (Kuota) Tersebar,?,16.0,Lampung,sumatra,Planned,2032,2032,,IPP,Tabel A11.11,735,-4.632433,105.199659,province_centroid,low,,
RUPTL-SUMATRA-P-0176,Kalimantan (Kuota) Tersebar,?,5.0,Lampung,sumatra,Planned,2033,2033,,IPP,Tabel A11.11,735,-4.755906,105.487816,province_centroid,low,,
RUPTL-SUMATRA-P-0177,Kalimantan (Kuota) Tersebar,?,1.2,Lampung,sumatra,Planned,2033,2033,,IPP,Tabel A11.11,735,-4.539884,105.487252,province_centroid,low,,
RUPTL-SUMATRA-P-0178,PLTN Kalimantan (Kuota) tersebar New EBT*),PLTN,250.0,Lampung,sumatra,Planned,,,,IPP,,736,-4.352778,105.201837,province_centroid,low,,
RUPTL-SUMATRA-P-0179,Khatulistiwa (Kuota) Tersebar,PLTA,100.0,Lampung,sumatra,Planned,2033,2033,,IPP,,736,-4.643238,105.409288,province_centroid,low,,
RUPTL-SUMATRA-P-0180,Khatulistiwa (Kuota) Tersebar,PLTA,100.0,Lampung,sumatra,Planned,2034,2034,,IPP,,736,-4.600087,105.393514,province_centroid,low,,
RUPTL-SUMATRA-P-0181,Lisdes Kalbar,PLTS,1.9,Lampung,sumatra,Planned,2025,2025,,PLN,,736,-4.648400,105.468131,province_centroid,low,,
RUPTL-SUMATRA-P-0182,Dedieselisasi,PLTS,21.6,Lampung,sumatra,Planned,2027,2027,,IPP,,736,-4.350806,105.448047,province_centroid,low,,
RUPTL-SUMATRA-P-0183,Tanah Laut,PLTB,70.0,Lampung,sumatra,Planned,2026,2026,,IPP,Tabel A12.10,751,-4.605552,105.387025,province_centroid,low,,
RUPTL-SUMATRA-P-0184,Kalselteng*),PLTGU,100.0,Lampung,sumatra,Planned,2027,2027,,SH-PLN,Tabel A12.10,751,-4.370195,105.466674,province_centroid,low,,
RUPTL-SUMATRA-P-0185,Kalseltengtimra (Kuota) Tersebar,PLTM,2.7,Lampung,sumatra,Planned,2029,2029,,IPP,Tabel A12.10,751,-4.518309,105.307996,province_centroid,low,,
RUPTL-SUMATRA-P-0186,Kalimantan-1,PLTGU,150.0,Lampung,sumatra,Planned,2028,2028,,SH-PLN,Tabel A12.10,751,-4.558703,105.608140,province_centroid,low,,
RUPTL-SUMATRA-P-0187,Add-On Kalselteng*),PLTGU,50.0,Lampung,sumatra,Planned,,,,SH-PLN,Tabel A12.10,751,-4.704266,105.557979,province_centroid,low,,
RUPTL-SUMATRA-P-0188,Kotabaru,PLTU,14.0,Lampung,sumatra,Construction,2030,2030,,PLN,Tabel A12.10,751,-4.620302,105.317701,province_centroid,low,,
RUPTL-SUMATRA-P-0189,Lisdes Kalsel,PLTS,4.9,Lampung,sumatra,Planned,2026,2026,,PLN,Tabel A12.10,751,-4.453617,105.248102,province_centroid,low,,
RUPTL-SUMATRA-P-0190,Lisdes Kalsel,PLTS,0.6,Lampung,sumatra,Planned,2027,2027,,PLN,Tabel A12.10,751,-4.426371,105.612154,province_centroid,low,,
RUPTL-SUMATRA-P-0191,Isolated Kalsel,PLTS,0.8,Lampung,sumatra,Planned,2030,2030,,IPP,Tabel A12.10,751,-4.632646,105.565003,province_centroid,low,,
RUPTL-SUMATRA-P-0192,Kalseltengtimra- 5 (PLTS+BESS),PLTS,160.0,Lampung,sumatra,Planned,,,,IPP,Tabel A13.11,765,-4.710315,105.564412,province_centroid,low,,
RUPTL-SUMATRA-P-0193,Kalseltengtimra- 5 (PLTS+BESS),PLTS,100.0,Lampung,sumatra,Planned,,,,IPP,Tabel A13.11,765,-4.599661,105.321413,province_centroid,low,,
RUPTL-SUMATRA-P-0194,Kalselteng 3,PLTU,200.0,Lampung,sumatra,Committed,2029,2029,,IPP,Tabel A13.11,765,-4.362586,105.400099,province_centroid,low,,
RUPTL-SUMATRA-P-0195,Kalimantan (Kuota) Tersebar2),PLTBg,3.8,Lampung,sumatra,Planned,2029,2029,,IPP,Tabel A13.11,765,-4.625368,105.497700,province_centroid,low,,
RUPTL-SUMATRA-P-0196,Kalimantan-2,PLTG,100.0,Lampung,sumatra,Planned,2029,2029,,SH-PLN,Tabel A13.11,765,-4.697311,105.624994,province_centroid,low,,
RUPTL-SUMATRA-P-0197,Sampit,PLTU,50.0,Lampung,sumatra,Construction,2030,2030,,PLN,Tabel A13.11,765,-4.587667,105.546762,province_centroid,low,,
RUPTL-SUMATRA-P-0198,MT Hybrid Kalselteng 4,PLTS,40.0,Lampung,sumatra,Planned,2032,2032,,IPP,Tabel A13.11,765,-4.353575,105.332953,province_centroid,low,,
RUPTL-SUMATRA-P-0199,MT Hybrid Kalselteng 4,PLTS,25.0,Lampung,sumatra,Planned,2032,2032,,IPP,Tabel A13.11,765,-4.671639,105.416512,province_centroid,low,,
RUPTL-SUMATRA-P-0200,MT Hybrid Kalselteng 4,PLTU,200.0,Lampung,sumatra,Planned,2032,2032,,IPP,Tabel A13.11,765,-4.506610,105.207900,province_centroid,low,,
RUPTL-SUMATRA-P-0201,Muara Juloi,PLTA,3401.0,Lampung,sumatra,Planned,2032,2032 2033,,SH-PLN,Tabel A13.11,765,-4.457974,105.267952,province_centroid,low,,
RUPTL-SUMATRA-P-0202,Lisdes Kalteng,PLTS,0.6,Lampung,sumatra,Planned,2026,2026,,PLN,Tabel A13.11,765,-4.464422,105.555023,province_centroid,low,,
RUPTL-SUMATRA-P-0203,Lisdes Kalteng,PLTS,13.8,Lampung,sumatra,Planned,2027,2027,,PLN,Tabel A13.11,765,-4.474629,105.383809,province_centroid,low,,
RUPTL-SUMATRA-P-0204,Dedieselisasi,PLTS,0.8,Lampung,sumatra,Planned,2027,2027,,IPP,Tabel A13.11,765,-4.539691,105.613254,province_centroid,low,,
RUPTL-SUMATRA-P-0205,Isolated Kalteng,PLTS,0.2,Lampung,sumatra,Planned,2030,2030,,IPP,Tabel A13.11,765,-4.626103,105.529351,province_centroid,low,,
RUPTL-SUMATRA-P-0206,Kalimantan,PLTGU,400.0,Lampung,sumatra,Planned,2027,2027,,SH-PLN,Tabel A14.9,778,-4.671707,105.544390,province_centroid,low,,
RUPTL-SUMATRA-P-0207,IKN,PLTS,50.0,Lampung,sumatra,Construction,2025,2025,,IPP,Tabel A14.14,781,-4.708280,105.545194,province_centroid,low,,
RUPTL-SUMATRA-P-0208,Kaltim Peaker 2,PLTG,100.0,Lampung,sumatra,Planned,2026,2026,,SH-PLN,Tabel A14.14,781,-4.387399,105.542933,province_centroid,low,,
RUPTL-SUMATRA-P-0209,Kaltim-1,PLTGU,250.0,Lampung,sumatra,Planned,2026,2026,,SH-PLN,Tabel A14.14,781,-4.368786,105.495700,province_centroid,low,,
RUPTL-SUMATRA-P-0210,Kaltara/ Kaltimra***),PLTGU,100.0,Lampung,sumatra,Planned,2027,2027,,SH-PLN,Tabel A14.14,781,-4.561514,105.555621,province_centroid,low,,
RUPTL-SUMATRA-P-0211,Kaltim Add on Blok 2,PLTGU,80.0,Lampung,sumatra,Planned,2027,2027,,SH-PLN,Tabel A14.14,781,-4.580808,105.411268,province_centroid,low,,
RUPTL-SUMATRA-P-0212,Kalseltengtimra-1 (PLTS+BESS),PLTS,80.0,Lampung,sumatra,Planned,2027,2027,,SH-PLN,Tabel A14.14,781,-4.498713,105.319144,province_centroid,low,,
RUPTL-SUMATRA-P-0213,Kalseltengtimra-1 (PLTS+BESS),PLTS,50.0,Lampung,sumatra,Planned,2027,2027,,SH-PLN,Tabel A14.14,781,-4.706734,105.182448,province_centroid,low,,
RUPTL-SUMATRA-P-0214,Kalseltengtimra-2 (PLTS+BESS),PLTS,240.0,Lampung,sumatra,Planned,,,,IPP,,782,-4.734207,105.469375,province_centroid,low,,
RUPTL-SUMATRA-P-0215,Kalseltengtimra-2 (PLTS+BESS),PLTS,150.0,Lampung,sumatra,Planned,,,,IPP,,782,-4.711078,105.574757,province_centroid,low,,
RUPTL-SUMATRA-P-0216,Kalseltengtimra (Kuota) Tersebar,PLTS,15.0,Lampung,sumatra,Planned,2029,2029,,IPP,,782,-4.590960,105.325131,province_centroid,low,,
RUPTL-SUMATRA-P-0217,Kalseltengtimra (Kuota) Tersebar,PLTM,0.15,Lampung,sumatra,Planned,2029,2029,,IPP,,782,-4.739561,105.455855,province_centroid,low,,
RUPTL-SUMATRA-P-0218,Add-On Kaltara/ Kaltimra***),PLTGU,50.0,Lampung,sumatra,Planned,,,,SH-PLN,,782,-4.625656,105.553676,province_centroid,low,,
RUPTL-SUMATRA-P-0219,Kalimantan (Kuota) Tersebar,?,10.0,Lampung,sumatra,Planned,2030,2030,,IPP,,782,-4.365473,105.242273,province_centroid,low,,
RUPTL-SUMATRA-P-0220,Kalseltengtimra (Kuota) Tersebar,PLTS,30.0,Lampung,sumatra,Planned,2030,2030,,IPP,,782,-4.544675,105.421351,province_centroid,low,,
RUPTL-SUMATRA-P-0221,Kalseltengtimra-4 (PLTS+BESS),PLTS,40.0,Lampung,sumatra,Planned,,,,IPP,,782,-4.775405,105.429262,province_centroid,low,,
RUPTL-SUMATRA-P-0222,Kalseltengtimra-4 (PLTS+BESS),PLTS,25.0,Lampung,sumatra,Planned,,,,IPP,,782,-4.618735,105.534568,province_centroid,low,,
RUPTL-SUMATRA-P-0223,Kelai,PLTA,45.0,Lampung,sumatra,Planned,2032,2032,,SH-PLN,,782,-4.451287,105.199913,province_centroid,low,,
RUPTL-SUMATRA-P-0224,Tabang 1,PLTA,101.0,Lampung,sumatra,Planned,2032,2032,,SH-PLN,,782,-4.596836,105.405082,province_centroid,low,,
RUPTL-SUMATRA-P-0225,Tanah Grogot**,PLTU,14.0,Lampung,sumatra,Committed,2030,2030,,IPP,,782,-4.780086,105.380413,province_centroid,low,,
RUPTL-SUMATRA-P-0226,Kelai 2,PLTA,65.0,Lampung,sumatra,Planned,2032,2032,,SH-PLN,,782,-4.783303,105.504456,province_centroid,low,,
RUPTL-SUMATRA-P-0227,Lambakan,PLTA,15.0,Lampung,sumatra,Planned,2033,2033,,SH-PLN,,782,-4.385887,105.586118,province_centroid,low,,
RUPTL-SUMATRA-P-0228,Kalseltengtimra (Kuota) Tersebar,PLTS,50.0,Lampung,sumatra,Planned,2033,2033,,IPP,,782,-4.668944,105.466014,province_centroid,low,,
RUPTL-SUMATRA-P-0229,Kalseltengtimra (Kuota) Tersebar,PLTA,125.0,Lampung,sumatra,Planned,2034,2034,,IPP,,782,-4.782526,105.518883,province_centroid,low,,
RUPTL-SUMATRA-P-0230,PLTN Kalimantan (Kuota) tersebar New EBT*),PLTN,250.0,Lampung,sumatra,Planned,,,,IPP,,782,-4.746111,105.312835,province_centroid,low,,
RUPTL-SUMATRA-P-0231,Lisdes Kaltim,PLTS,1.3,Lampung,sumatra,Planned,2025,2025,,PLN,,782,-4.373707,105.182028,province_centroid,low,,
RUPTL-SUMATRA-P-0232,Lisdes Kaltim,PLTS,10.5,Lampung,sumatra,Planned,2026,2026,,PLN,,782,-4.691551,105.351188,province_centroid,low,,
RUPTL-SUMATRA-P-0233,Lisdes Kaltim,PLTS,12.1,Lampung,sumatra,Planned,2027,2027,,PLN,,782,-4.500025,105.592614,province_centroid,low,,
RUPTL-SUMATRA-P-0234,Dedieselisasi,PLTS,0.9,Lampung,sumatra,Planned,2027,2027,,IPP,,782,-4.503442,105.271347,province_centroid,low,,
RUPTL-SUMATRA-P-0235,Isolated Kaltim,PLTS,7.7,Lampung,sumatra,Planned,2030,2030,,IPP,,782,-4.697647,105.311914,province_centroid,low,,
RUPTL-SUMATRA-P-0236,Tarakan,PLTMG,50.0,Lampung,sumatra,Planned,2027,2027,,SH-PLN,Tabel A15.11,803,-4.621505,105.383156,province_centroid,low,,
RUPTL-SUMATRA-P-0237,Kaltara/ Kaltimra*),PLTGU,100.0,Lampung,sumatra,Planned,2027,2027,,SH-PLN,Tabel A15.11,803,-4.649321,105.611804,province_centroid,low,,
RUPTL-SUMATRA-P-0238,Kalseltengtimra-3 (PLTS+BESS),PLTS,240.0,Lampung,sumatra,Planned,,,,IPP,Tabel A15.11,803,-4.400266,105.424863,province_centroid,low,,
RUPTL-SUMATRA-P-0239,Kalseltengtimra-3 (PLTS+BESS),PLTS,150.0,Lampung,sumatra,Planned,,,,IPP,Tabel A15.11,803,-4.589454,105.539689,province_centroid,low,,
RUPTL-SUMATRA-P-0240,Add-On Kaltara/Kaltimra*),PLTGU,50.0,Lampung,sumatra,Planned,,,,SH-PLN,Tabel A15.11,803,-4.576904,105.340967,province_centroid,low,,
RUPTL-SUMATRA-P-0241,Tanjung Selor,PLTU,14.0,Lampung,sumatra,Construction,2030,2030,,PLN,Tabel A15.11,803,-4.645987,105.383293,province_centroid,low,,
RUPTL-SUMATRA-P-0242,Kalseltengtimra (Kuota) Tersebar,PLTA,300.0,Lampung,sumatra,Planned,2031,2031,,IPP,Tabel A15.11,803,-4.483591,105.601796,province_centroid,low,,
RUPTL-SUMATRA-P-0243,Kalseltengtimra (Kuota) Tersebar,PLTA,200.0,Lampung,sumatra,Planned,2031,2031,,IPP,Tabel A15.11,803,-4.487021,105.222141,province_centroid,low,,
RUPTL-SUMATRA-P-0244,Kalseltengtimra (Kuota) Tersebar,PLTA,200.0,Lampung,sumatra,Planned,2032,2032,,IPP,Tabel A15.11,803,-4.614693,105.411178,province_centroid,low,,
RUPTL-SUMATRA-P-0245,Kalseltengtimra (Kuota) Tersebar,PLTA,200.0,Lampung,sumatra,Planned,2032,2032,,IPP,Tabel A15.11,803,-4.627271,105.258047,province_centroid,low,,
RUPTL-SUMATRA-P-0246,Kalseltengtimra (Kuota) Tersebar,PLTS,50.0,Lampung,sumatra,Planned,2034,2034,,IPP,Tabel A15.11,803,-4.686904,105.373471,province_centroid,low,,
RUPTL-SUMATRA-P-0247,Nunukan 2,PLTMG,10.0,Lampung,sumatra,Construction,2025,2025,,PLN,Tabel A15.11,803,-4.458215,105.392545,province_centroid,low,,
RUPTL-SUMATRA-P-0248,Lisdes Kaltara,PLTS,2.0,Lampung,sumatra,Planned,2025,2025,,PLN,Tabel A15.11,803,-4.694891,105.320127,province_centroid,low,,
RUPTL-SUMATRA-P-0249,Lisdes Kaltara,PLTS,1.5,Lampung,sumatra,Planned,2026,2026,,PLN,Tabel A15.11,803,-4.592025,105.205638,province_centroid,low,,
RUPTL-SUMATRA-P-0250,Lisdes Kaltara,PLTS,0.9,Lampung,sumatra,Planned,2027,2027,,PLN,Tabel A15.11,803,-4.357651,105.601109,province_centroid,low,,
RUPTL-SUMATRA-P-0251,Paramayo,PLTM,0.76,Lampung,sumatra,Planned,2027,2027,,PLN,Tabel A15.11,803,-4.457095,105.413948,province_centroid,low,,
RUPTL-SUMATRA-P-0252,Isolated Kaltara,PLTS,5.1,Lampung,sumatra,Planned,2030,2030,,IPP,Tabel A15.11,803,-4.778938,105.457388,province_centroid,low,,
