id,system,voltage_class,voltage_kv_max,voltage_kv_all,length_km,osm_id,osm_voltage,source_id
TRM-SMT-0326,Sumatra,150 kV,150.0,150,65.949,way/931931151,150000,OSM-overpass
TRM-SMT-0327,Sumatra,150 kV,150.0,150,33.676,way/931931154,150000,OSM-overpass
TRM-SMT-0328,Sumatra,150 kV,150.0,150,47.399,way/931931155,150000,OSM-overpass
TRM-SMT-0329,Sumatra,150 kV,150.0,150,38.98,way/931931156,150000,OSM-overpass
TRM-SMT-0330,Sumatra,150 kV,150.0,150,38.554,way/931931157,150000,OSM-overpass
TRM-SMT-0331,Sumatra,150 kV,150.0,150,11.932,way/931931160,150000,OSM-overpass
TRM-SMT-0332,Sumatra,150 kV,150.0,150,11.945,way/931931161,150000,OSM-overpass
TRM-SMT-0333,Sumatra,150 kV,150.0,150,5.904,way/938146450,150000,OSM-overpass
TRM-SMT-0334,Sumatra,150 kV,150.0,150,35.307,way/938146452,150000,OSM-overpass
TRM-SMT-0335,Sumatra,275 kV,275.0,275,27.001,way/938146453,275000,OSM-overpass
TRM-SMT-0336,Sumatra,150 kV,150.0,150,3.493,way/938146461,150000,OSM-overpass
TRM-SMT-0337,Sumatra,150 kV,150.0,150,4.046,way/938146462,150000,OSM-overpass
TRM-SMT-0338,Sumatra,150 kV,150.0,150,40.964,way/939125622,150000,OSM-overpass
TRM-SMT-0339,Sumatra,150 kV,150.0,150,0.206,way/939125623,150000,OSM-overpass
TRM-SMT-0340,Sumatra,150 kV,150.0,150,0.228,way/939125624,150000,OSM-overpass
TRM-SMT-0341,Sumatra,150 kV,150.0,150,1.656,way/939125626,150000,OSM-overpass
TRM-SMT-0342,Sumatra,150 kV,150.0,150,0.122,way/939125627,150000,OSM-overpass
TRM-SMT-0343,Sumatra,150 kV,150.0,150,47.903,way/939125631,150000,OSM-overpass
TRM-SMT-0344,Sumatra,150 kV,150.0,150,29.838,way/939125632,150000,OSM-overpass
TRM-SMT-0345,Sumatra,150 kV,150.0,150,55.873,way/939125635,150000,OSM-overpass
TRM-SMT-0346,Sumatra,150 kV,150.0,150,81.379,way/939542510,150000,OSM-overpass
TRM-SMT-0347,Sumatra,150 kV,150.0,150,51.856,way/939542512,150000,OSM-overpass
TRM-SMT-0348,Sumatra,150 kV,150.0,150,111.693,way/939542517,150000,OSM-overpass
TRM-SMT-0349,Sumatra,150 kV,150.0,150,72.164,way/939542522,150000,OSM-overpass
TRM-SMT-0350,Sumatra,275 kV,275.0,275,64.473,way/939542527,275000,OSM-overpass
TRM-SMT-0351,Sumatra,70 kV,70.0,70,7.148,way/940047520,70000,OSM-overpass
TRM-SMT-0352,Sumatra,70 kV,70.0,70,4.824,way/940047522,70000,OSM-overpass
TRM-SMT-0353,Sumatra,70 kV,70.0,70,6.419,way/940047524,70000,OSM-overpass
TRM-SMT-0354,Sumatra,70 kV,70.0,70,3.497,way/940047525,70000,OSM-overpass
TRM-SMT-0355,Sumatra,70 kV,70.0,70,6.018,way/940047528,70000,OSM-overpass
TRM-SMT-0356,Sumatra,70 kV,70.0,70,7.304,way/940047529,70000,OSM-overpass
TRM-SMT-0357,Sumatra,150 kV,150.0,150,0.365,way/940047531,150000,OSM-overpass
TRM-SMT-0358,Sumatra,70 kV,70.0,70,10.133,way/940047533,70000,OSM-overpass
TRM-SMT-0359,Sumatra,70 kV,70.0,70,3.622,way/940047534,70000,OSM-overpass
TRM-SMT-0360,Sumatra,70 kV,70.0,70,3.62,way/940047535,70000,OSM-overpass
TRM-SMT-0361,Sumatra,70 kV,70.0,70,12.408,way/940047536,70000,OSM-overpass
TRM-SMT-0362,Sumatra,70 kV,70.0,70,0.319,way/940047538,70000,OSM-overpass
TRM-SMT-0363,Sumatra,150 kV,150.0,150,0.029,way/940047540,150000,OSM-overpass
TRM-SMT-0364,Sumatra,150 kV,150.0,150,4.898,way/940299190,150000,OSM-overpass
TRM-SMT-0365,Sumatra,150 kV,150.0,150,51.244,way/940299191,150000,OSM-overpass
TRM-SMT-0366,Sumatra,70 kV,70.0,70,0.031,way/940597645,70000,OSM-overpass
TRM-SMT-0367,Sumatra,275 kV,275.0,275,67.799,way/942266358,275000,OSM-overpass
TRM-SMT-0368,Sumatra,275 kV,275.0,275,0.862,way/943539372,275000,OSM-overpass
TRM-SMT-0369,Sumatra,150 kV,150.0,150,38.961,way/946191120,150000,OSM-overpass
TRM-SMT-0370,Sumatra,150 kV,150.0,150,7.947,way/948049055,150000,OSM-overpass
TRM-SMT-0371,Batam,150 kV,150.0,150,0.059,way/948167524,150000,OSM-overpass
TRM-SMT-0372,Batam,150 kV,150.0,150,0.055,way/948167525,150000,OSM-overpass
TRM-SMT-0373,Batam,150 kV,150.0,150,0.055,way/948167526,150000,OSM-overpass
TRM-SMT-0374,Batam,150 kV,150.0,150,0.054,way/948167527,150000,OSM-overpass
TRM-SMT-0375,Batam,150 kV,150.0,150,0.026,way/948167528,150000,OSM-overpass
TRM-SMT-0376,Batam,150 kV,150.0,150,0.027,way/948167529,150000,OSM-overpass
TRM-SMT-0377,Batam,150 kV,150.0,150,8.682,way/948167530,150000,OSM-overpass
TRM-SMT-0378,Batam,150 kV,150.0,150,16.09,way/948167531,150000,OSM-overpass
TRM-SMT-0379,Batam,150 kV,150.0,150,0.025,way/948167533,150000,OSM-overpass
TRM-SMT-0380,Batam,150 kV,150.0,150,0.025,way/948167534,150000,OSM-overpass
TRM-SMT-0381,Batam,150 kV,150.0,150,5.469,way/948167535,150000,OSM-overpass
TRM-SMT-0382,Babel,70 kV,70.0,70,69.918,way/953023898,70000,OSM-overpass
TRM-SMT-0383,Babel,70 kV,70.0,70,20.593,way/953023899,70000,OSM-overpass
TRM-SMT-0384,Sumatra,70 kV,70.0,70,70.499,way/956594060,70000,OSM-overpass
TRM-SMT-0385,Sumatra,70 kV,70.0,70,0.49,way/956594061,70000,OSM-overpass
TRM-SMT-0386,Sumatra,70 kV,70.0,70,0.481,way/956594062,70000,OSM-overpass
TRM-SMT-0387,Sumatra,150 kV,150.0,150,71.206,way/956594065,150000,OSM-overpass
TRM-SMT-0388,Sumatra,70 kV,70.0,70,54.263,way/956594066,70000,OSM-overpass
TRM-SMT-0389,Sumatra,150 kV,150.0,150,21.533,way/957505068,150000,OSM-overpass
TRM-SMT-0390,Babel,150 kV,150.0,150,71.364,way/957568123,150000,OSM-overpass
TRM-SMT-0391,Sumatra,150 kV,150.0,150,14.259,way/957813233,150000,OSM-overpass
TRM-SMT-0392,Sumatra,150 kV,150.0,150,7.058,way/958109272,150000,OSM-overpass
TRM-SMT-0393,Sumatra,150 kV,150.0,150,0.024,way/958172153,150000,OSM-overpass
TRM-SMT-0394,Sumatra,150 kV,150.0,150,0.089,way/958172157,150000,OSM-overpass
TRM-SMT-0395,Sumatra,150 kV,150.0,150,16.094,way/958172160,150000,OSM-overpass
TRM-SMT-0396,Sumatra,275 kV,275.0,275,89.59,way/1000064665,275000,OSM-overpass
TRM-SMT-0397,Sumatra,150 kV,150.0,150,14.906,way/1000065413,150000,OSM-overpass
TRM-SMT-0398,Sumatra,150 kV,150.0,150,0.115,way/1000065414,150000,OSM-overpass
TRM-SMT-0399,Sumatra,150 kV,150.0,150,2.029,way/1004244348,150000,OSM-overpass
TRM-SMT-0400,Sumatra,150 kV,150.0,150,0.251,way/1004244349,150000,OSM-overpass
TRM-SMT-0401,Sumatra,150 kV,150.0,150,75.594,way/1065441845,150000,OSM-overpass
TRM-SMT-0402,Sumatra,150 kV,150.0,150,1.991,way/1091889134,150000,OSM-overpass
TRM-SMT-0403,Sumatra,150 kV,150.0,150,2.843,way/1091889135,150000,OSM-overpass
TRM-SMT-0404,Sumatra,150 kV,150.0,150,26.117,way/1097782400,150000,OSM-overpass
TRM-SMT-0405,Sumatra,275 kV,275.0,275,0.315,way/1098331691,275000,OSM-overpass
TRM-SMT-0406,Sumatra,500 kV,500.0,500,0.475,way/1098331692,500000,OSM-overpass
TRM-SMT-0407,Sumatra,150 kV,150.0,150,0.08,way/1119359359,150000,OSM-overpass
TRM-SMT-0408,Sumatra,150 kV,150.0,150,20.564,way/1119359361,150000,OSM-overpass
TRM-SMT-0409,Sumatra,150 kV,150.0,150,130.794,way/1157248194,150000,OSM-overpass
TRM-SMT-0410,Sumatra,150 kV,150.0,150,0.957,way/1180983530,150000,OSM-overpass
TRM-SMT-0411,Sumatra,275 kV,275.0,275,1.129,way/1180983531,275000,OSM-overpass
TRM-SMT-0412,Sumatra,275 kV,275.0,275,0.039,way/1180983532,275000,OSM-overpass
TRM-SMT-0413,Sumatra,275 kV,275.0,275,0.098,way/1180983533,275000,OSM-overpass
TRM-SMT-0414,Sumatra,275 kV,275.0,275,0.041,way/1180983534,275000,OSM-overpass
TRM-SMT-0415,Sumatra,275 kV,275.0,275,0.096,way/1180983535,275000,OSM-overpass
TRM-SMT-0416,Sumatra,500 kV,500.0,500,158.625,way/1186182644,500000,OSM-overpass
TRM-SMT-0417,Sumatra,500 kV,500.0,500,0.328,way/1186182645,500000,OSM-overpass
TRM-SMT-0418,Sumatra,500 kV,500.0,500,0.361,way/1186182646,500000,OSM-overpass
TRM-SMT-0419,Sumatra,500 kV,500.0,500,0.384,way/1186182647,500000,OSM-overpass
TRM-SMT-0420,Sumatra,500 kV,500.0,500,0.321,way/1186182649,500000,OSM-overpass
TRM-SMT-0421,Sumatra,150 kV,150.0,150,0.019,way/1190856215,150000,OSM-overpass
TRM-SMT-0422,Sumatra,150 kV,150.0,150,0.025,way/1190856216,150000,OSM-overpass
TRM-SMT-0423,Sumatra,150 kV,150.0,150,37.847,way/1190856218,150000,OSM-overpass
TRM-SMT-0424,Sumatra,150 kV,150.0,150,0.065,way/1190867828,150000,OSM-overpass
TRM-SMT-0425,Sumatra,150 kV,150.0,150,0.064,way/1190867829,150000,OSM-overpass
TRM-SMT-0426,Sumatra,150 kV,150.0,150,0.073,way/1190867830,150000,OSM-overpass
TRM-SMT-0427,Sumatra,150 kV,150.0,150,0.057,way/1190867832,150000,OSM-overpass
TRM-SMT-0428,Sumatra,150 kV,150.0,150,0.059,way/1190867833,150000,OSM-overpass
TRM-SMT-0429,Sumatra,150 kV,150.0,150,0.047,way/1190867834,150000,OSM-overpass
TRM-SMT-0430,Sumatra,150 kV,150.0,150,0.046,way/1190867835,150000,OSM-overpass
TRM-SMT-0431,Sumatra,150 kV,150.0,150,0.033,way/1190867836,150000,OSM-overpass
TRM-SMT-0432,Sumatra,150 kV,150.0,150,5.925,way/1190867837,150000,OSM-overpass
TRM-SMT-0433,Sumatra,150 kV,150.0,150,0.052,way/1190867838,150000,OSM-overpass
TRM-SMT-0434,Sumatra,150 kV,150.0,150,0.051,way/1190867840,150000,OSM-overpass
TRM-SMT-0435,Sumatra,150 kV,150.0,150,0.233,way/1190867841,150000,OSM-overpass
TRM-SMT-0436,Sumatra,150 kV,150.0,150,0.065,way/1190867842,150000,OSM-overpass
TRM-SMT-0437,Sumatra,150 kV,150.0,150,0.066,way/1190867843,150000,OSM-overpass
TRM-SMT-0438,Sumatra,150 kV,150.0,150,36.753,way/1190871765,150000,OSM-overpass
TRM-SMT-0439,Sumatra,150 kV,150.0,150,0.083,way/1190871766,150000,OSM-overpass
TRM-SMT-0440,Sumatra,150 kV,150.0,150,0.083,way/1190871767,150000,OSM-overpass
TRM-SMT-0441,Sumatra,150 kV,150.0,150,0.039,way/1190871771,150000,OSM-overpass
TRM-SMT-0442,Sumatra,150 kV,150.0,150,0.044,way/1190871772,150000,OSM-overpass
TRM-SMT-0443,Sumatra,150 kV,150.0,150,0.035,way/1191242847,150000,OSM-overpass
TRM-SMT-0444,Sumatra,150 kV,150.0,150,0.033,way/1191242848,150000,OSM-overpass
TRM-SMT-0445,Sumatra,150 kV,150.0,150,0.038,way/1191242849,150000,OSM-overpass
TRM-SMT-0446,Sumatra,150 kV,150.0,150,0.037,way/1191242850,150000,OSM-overpass
TRM-SMT-0447,Sumatra,150 kV,150.0,150,52.711,way/1191242852,150000,OSM-overpass
TRM-SMT-0448,Sumatra,150 kV,150.0,150,0.038,way/1191243019,150000,OSM-overpass
TRM-SMT-0449,Sumatra,150 kV,150.0,150,0.039,way/1191243020,150000,OSM-overpass
TRM-SMT-0450,Sumatra,150 kV,150.0,150,60.33,way/1191243021,150000,OSM-overpass
TRM-SMT-0451,Sumatra,150 kV,150.0,150,0.112,way/1191246466,150000,OSM-overpass
TRM-SMT-0452,Sumatra,150 kV,150.0,150,7.819,way/1204926004,150000,OSM-overpass
TRM-SMT-0453,Sumatra,150 kV,150.0,150,0.036,way/1223005197,150000,OSM-overpass
TRM-SMT-0454,Sumatra,150 kV,150.0,150,0.042,way/1223005198,150000,OSM-overpass
TRM-SMT-0455,Sumatra,150 kV,150.0,150,0.041,way/1223005199,150000,OSM-overpass
TRM-SMT-0456,Sumatra,150 kV,150.0,150,0.035,way/1223005200,150000,OSM-overpass
TRM-SMT-0457,Sumatra,150 kV,150.0,150,0.26,way/1223005211,150000,OSM-overpass
TRM-SMT-0458,Sumatra,150 kV,150.0,150,0.083,way/1223005618,150000,OSM-overpass
TRM-SMT-0459,Sumatra,150 kV,150.0,150,0.085,way/1223005619,150000,OSM-overpass
TRM-SMT-0460,Sumatra,150 kV,150.0,150,0.052,way/1223005620,150000,OSM-overpass
TRM-SMT-0461,Sumatra,150 kV,150.0,150,0.055,way/1223005621,150000,OSM-overpass
TRM-SMT-0462,Sumatra,150 kV,150.0,150,7.281,way/1223005622,150000,OSM-overpass
TRM-SMT-0463,Sumatra,275 kV,275.0,275,0.044,way/1228701029,275000,OSM-overpass
TRM-SMT-0464,Sumatra,275 kV,275.0,275,0.045,way/1228701030,275000,OSM-overpass
TRM-SMT-0465,Sumatra,150 kV,150.0,150,0.094,way/1228701031,150000,OSM-overpass
TRM-SMT-0466,Sumatra,150 kV,150.0,150,54.451,way/1228701032,150000,OSM-overpass
TRM-SMT-0467,Sumatra,150 kV,150.0,150,0.07,way/1228701033,150000,OSM-overpass
TRM-SMT-0468,Sumatra,150 kV,150.0,150,0.066,way/1228701034,150000,OSM-overpass
TRM-SMT-0469,Sumatra,275 kV,275.0,275,0.052,way/1237841473,275000,OSM-overpass
TRM-SMT-0470,Sumatra,275 kV,275.0,275,0.055,way/1237841474,275000,OSM-overpass
TRM-SMT-0471,Sumatra,150 kV,150.0,150,0.722,way/1237841475,150000,OSM-overpass
TRM-SMT-0472,Sumatra,150 kV,150.0,150,0.175,way/1237841476,150000,OSM-overpass
TRM-SMT-0473,Sumatra,150 kV,150.0,150,0.166,way/1237841477,150000,OSM-overpass
TRM-SMT-0474,Sumatra,150 kV,150.0,150,0.175,way/1237841478,150000,OSM-overpass
TRM-SMT-0475,Sumatra,150 kV,150.0,150,0.051,way/1237841479,150000,OSM-overpass
TRM-SMT-0476,Sumatra,150 kV,150.0,150,0.053,way/1237841480,150000,OSM-overpass
TRM-SMT-0477,Sumatra,150 kV,150.0,150,0.051,way/1237841481,150000,OSM-overpass
TRM-SMT-0478,Sumatra,150 kV,150.0,150,0.053,way/1237841482,150000,OSM-overpass
TRM-SMT-0479,Sumatra,500 kV,500.0,500,0.463,way/1237841483,500000,OSM-overpass
TRM-SMT-0480,Sumatra,500 kV,500.0,500,0.435,way/1237841484,500000,OSM-overpass
TRM-SMT-0481,Babel,150 kV,150.0,150,0.026,way/1245297850,150000,OSM-overpass
TRM-SMT-0482,Babel,150 kV,150.0,150,0.024,way/1245297851,150000,OSM-overpass
TRM-SMT-0483,Babel,150 kV,150.0,150,0.025,way/1245297852,150000,OSM-overpass
TRM-SMT-0484,Babel,150 kV,150.0,150,0.023,way/1245297853,150000,OSM-overpass
TRM-SMT-0485,Babel,150 kV,150.0,150,0.077,way/1245297854,150000,OSM-overpass
TRM-SMT-0486,Babel,150 kV,150.0,150,0.079,way/1245297855,150000,OSM-overpass
TRM-SMT-0487,Babel,150 kV,150.0,150,4.956,way/1245297856,150000,OSM-overpass
TRM-SMT-0488,Babel,150 kV,150.0,150,0.025,way/1245297857,150000,OSM-overpass
TRM-SMT-0489,Babel,150 kV,150.0,150,0.021,way/1245297858,150000,OSM-overpass
TRM-SMT-0490,Babel,150 kV,150.0,150,0.051,way/1245297859,150000,OSM-overpass
TRM-SMT-0491,Babel,150 kV,150.0,150,0.05,way/1245297860,150000,OSM-overpass
TRM-SMT-0492,Sumatra,275 kV,275.0,275,0.058,way/1271960980,275000,OSM-overpass
TRM-SMT-0493,Sumatra,275 kV,275.0,275,0.056,way/1271960981,275000,OSM-overpass
TRM-SMT-0494,Sumatra,275 kV,275.0,275,0.062,way/1271960982,275000,OSM-overpass
TRM-SMT-0495,Sumatra,275 kV,275.0,275,0.071,way/1271960983,275000,OSM-overpass
TRM-SMT-0496,Sumatra,275 kV,275.0,275,0.051,way/1271960984,275000,OSM-overpass
TRM-SMT-0497,Sumatra,275 kV,275.0,275,0.053,way/1271960985,275000,OSM-overpass
TRM-SMT-0498,Sumatra,275 kV,275.0,275,0.063,way/1271972270,275000,OSM-overpass
TRM-SMT-0499,Sumatra,275 kV,275.0,275,0.058,way/1271972271,275000,OSM-overpass
TRM-SMT-0500,Sumatra,275 kV,275.0,275,0.068,way/1271972272,275000,OSM-overpass
TRM-SMT-0501,Sumatra,275 kV,275.0,275,0.066,way/1271972273,275000,OSM-overpass
TRM-SMT-0502,Sumatra,275 kV,275.0,275,0.195,way/1271972274,275000,OSM-overpass
TRM-SMT-0503,Sumatra,275 kV,275.0,275,0.042,way/1271972276,275000,OSM-overpass
TRM-SMT-0504,Sumatra,275 kV,275.0,275,0.045,way/1271972278,275000,OSM-overpass
TRM-SMT-0505,Sumatra,275 kV,275.0,275,0.092,way/1271972279,275000,OSM-overpass
TRM-SMT-0506,Sumatra,275 kV,275.0,275,0.093,way/1271972280,275000,OSM-overpass
TRM-SMT-0507,Sumatra,275 kV,275.0,275,0.077,way/1271972281,275000,OSM-overpass
TRM-SMT-0508,Sumatra,150 kV,150.0,150,0.064,way/1271972282,150000,OSM-overpass
TRM-SMT-0509,Sumatra,275 kV,275.0,275,0.074,way/1271972283,275000,OSM-overpass
TRM-SMT-0510,Sumatra,150 kV,150.0,150,21.374,way/1274580983,150000,OSM-overpass
TRM-SMT-0511,Sumatra,150 kV,150.0,150,14.205,way/1274583180,150000,OSM-overpass
TRM-SMT-0512,Sumatra,150 kV,150.0,150,0.029,way/1274583181,150000,OSM-overpass
TRM-SMT-0513,Sumatra,150 kV,150.0,150,0.028,way/1274583182,150000,OSM-overpass
TRM-SMT-0514,Sumatra,150 kV,150.0,150,0.04,way/1274583184,150000,OSM-overpass
TRM-SMT-0515,Sumatra,150 kV,150.0,150,0.039,way/1274583185,150000,OSM-overpass
TRM-SMT-0516,Sumatra,150 kV,150.0,150,0.945,way/1274588606,150000,OSM-overpass
TRM-SMT-0517,Sumatra,150 kV,150.0,150,6.777,way/1291000539,150000,OSM-overpass
TRM-SMT-0518,Sumatra,150 kV,150.0,150,0.043,way/1304188436,150000,OSM-overpass
TRM-SMT-0519,Sumatra,150 kV,150.0,150,0.044,way/1304188437,150000,OSM-overpass
TRM-SMT-0520,Sumatra,150 kV,150.0,150,0.039,way/1304188438,150000,OSM-overpass
TRM-SMT-0521,Sumatra,150 kV,150.0,150,0.041,way/1304188439,150000,OSM-overpass
TRM-SMT-0522,Sumatra,150 kV,150.0,150,0.042,way/1304188440,150000,OSM-overpass
TRM-SMT-0523,Sumatra,150 kV,150.0,150,0.038,way/1304188441,150000,OSM-overpass
TRM-SMT-0524,Sumatra,150 kV,150.0,150,0.045,way/1304188442,150000,OSM-overpass
TRM-SMT-0525,Sumatra,150 kV,150.0,150,0.064,way/1304188443,150000,OSM-overpass
TRM-SMT-0526,Sumatra,150 kV,150.0,150,0.044,way/1304188444,150000,OSM-overpass
TRM-SMT-0527,Sumatra,150 kV,150.0,150,0.064,way/1304188445,150000,OSM-overpass
TRM-SMT-0528,Sumatra,150 kV,150.0,150,0.304,way/1304191041,150000,OSM-overpass
TRM-SMT-0529,Sumatra,150 kV,150.0,150,0.314,way/1304191042,150000,OSM-overpass
TRM-SMT-0530,Sumatra,150 kV,150.0,150,1.282,way/1304191043,150000,OSM-overpass
TRM-SMT-0531,Sumatra,150 kV,150.0,150,0.635,way/1304191044,150000,OSM-overpass
TRM-SMT-0532,Sumatra,150 kV,150.0,150,0.08,way/1311638729,150000,OSM-overpass
TRM-SMT-0533,Sumatra,150 kV,150.0,150,0.072,way/1311638730,150000,OSM-overpass
TRM-SMT-0534,Sumatra,150 kV,150.0,150,0.072,way/1311638731,150000,OSM-overpass
TRM-SMT-0535,Sumatra,150 kV,150.0,150,0.072,way/1311638732,150000,OSM-overpass
TRM-SMT-0536,Sumatra,150 kV,150.0,150,0.037,way/1311677127,150000,OSM-overpass
TRM-SMT-0537,Sumatra,150 kV,150.0,150,0.038,way/1311677128,150000,OSM-overpass
TRM-SMT-0538,Sumatra,150 kV,150.0,150,0.371,way/1311677129,150000,OSM-overpass
TRM-SMT-0539,Sumatra,150 kV,150.0,150,0.022,way/1311677130,150000,OSM-overpass
TRM-SMT-0540,Sumatra,150 kV,150.0,150,0.023,way/1311677131,150000,OSM-overpass
TRM-SMT-0541,Sumatra,150 kV,150.0,150,0.027,way/1311677132,150000,OSM-overpass
TRM-SMT-0542,Sumatra,150 kV,150.0,150,0.027,way/1311677133,150000,OSM-overpass
TRM-SMT-0543,Sumatra,150 kV,150.0,150,19.325,way/1311677135,150000,OSM-overpass
TRM-SMT-0544,Sumatra,150 kV,150.0,150,0.198,way/1311677138,150000,OSM-overpass
TRM-SMT-0545,Sumatra,150 kV,150.0,150,0.034,way/1311677139,150000,OSM-overpass
TRM-SMT-0546,Sumatra,150 kV,150.0,150,0.032,way/1311677140,150000,OSM-overpass
TRM-SMT-0547,Sumatra,150 kV,150.0,150,0.035,way/1311677141,150000,OSM-overpass
TRM-SMT-0548,Sumatra,150 kV,150.0,150,0.035,way/1311677142,150000,OSM-overpass
TRM-SMT-0549,Sumatra,150 kV,150.0,150,0.038,way/1312275863,150000,OSM-overpass
TRM-SMT-0550,Sumatra,150 kV,150.0,150,0.041,way/1312275864,150000,OSM-overpass
TRM-SMT-0551,Sumatra,150 kV,150.0,150,0.057,way/1312275865,150000,OSM-overpass
TRM-SMT-0552,Sumatra,150 kV,150.0,150,0.055,way/1312275866,150000,OSM-overpass
TRM-SMT-0553,Sumatra,150 kV,150.0,150,0.065,way/1312275867,150000,OSM-overpass
TRM-SMT-0554,Sumatra,150 kV,150.0,150,0.066,way/1312275868,150000,OSM-overpass
TRM-SMT-0555,Sumatra,150 kV,150.0,150,0.052,way/1312275869,150000,OSM-overpass
TRM-SMT-0556,Sumatra,150 kV,150.0,150,0.05,way/1312275870,150000,OSM-overpass
TRM-SMT-0557,Sumatra,150 kV,150.0,150,0.142,way/1312287174,150000,OSM-overpass
TRM-SMT-0558,Sumatra,150 kV,150.0,150,71.644,way/1312287175,150000,OSM-overpass
TRM-SMT-0559,Sumatra,150 kV,150.0,150,0.045,way/1312287176,150000,OSM-overpass
TRM-SMT-0560,Sumatra,150 kV,150.0,150,0.044,way/1312287179,150000,OSM-overpass
TRM-SMT-0561,Sumatra,150 kV,150.0,150,0.13,way/1312287181,150000,OSM-overpass
TRM-SMT-0562,Sumatra,150 kV,150.0,150,28.723,way/1312287182,150000,OSM-overpass
TRM-SMT-0563,Sumatra,150 kV,150.0,150,0.076,way/1312287183,150000,OSM-overpass
TRM-SMT-0564,Sumatra,150 kV,150.0,150,0.074,way/1312287184,150000,OSM-overpass
TRM-SMT-0565,Sumatra,275 kV,275.0,275,0.094,way/1312287185,275000,OSM-overpass
TRM-SMT-0566,Sumatra,275 kV,275.0,275,0.101,way/1312287186,275000,OSM-overpass
TRM-SMT-0567,Sumatra,275 kV,275.0,275,1.931,way/1312287187,275000,OSM-overpass
TRM-SMT-0568,Sumatra,275 kV,275.0,275,1.894,way/1312287188,275000,OSM-overpass
TRM-SMT-0569,Sumatra,275 kV,275.0,275,0.098,way/1312287189,275000,OSM-overpass
TRM-SMT-0570,Sumatra,275 kV,275.0,275,0.103,way/1312287190,275000,OSM-overpass
TRM-SMT-0571,Sumatra,150 kV,150.0,150,52.278,way/1312349203,150000,OSM-overpass
TRM-SMT-0572,Sumatra,150 kV,150.0,150,0.059,way/1312412936,150000,OSM-overpass
TRM-SMT-0573,Sumatra,150 kV,150.0,150,0.093,way/1312412937,150000,OSM-overpass
TRM-SMT-0574,Sumatra,150 kV,150.0,150,0.054,way/1312412938,150000,OSM-overpass
TRM-SMT-0575,Sumatra,150 kV,150.0,150,0.096,way/1312412939,150000,OSM-overpass
TRM-SMT-0576,Sumatra,150 kV,150.0,150,0.055,way/1312412940,150000,OSM-overpass
TRM-SMT-0577,Sumatra,150 kV,150.0,150,0.054,way/1312412941,150000,OSM-overpass
TRM-SMT-0578,Sumatra,150 kV,150.0,150,0.058,way/1312412942,150000,OSM-overpass
TRM-SMT-0579,Sumatra,150 kV,150.0,150,0.058,way/1312412943,150000,OSM-overpass
TRM-SMT-0580,Sumatra,150 kV,150.0,150,3.361,way/1312412944,150000,OSM-overpass
TRM-SMT-0581,Sumatra,150 kV,150.0,150,0.026,way/1312413167,150000,OSM-overpass
TRM-SMT-0582,Sumatra,150 kV,150.0,150,0.025,way/1312413168,150000,OSM-overpass
TRM-SMT-0583,Sumatra,150 kV,150.0,150,0.035,way/1314000756,150000,OSM-overpass
TRM-SMT-0584,Sumatra,150 kV,150.0,150,0.033,way/1314000757,150000,OSM-overpass
TRM-SMT-0585,Sumatra,150 kV,150.0,150,0.088,way/1314000758,150000,OSM-overpass
TRM-SMT-0586,Sumatra,150 kV,150.0,150,0.029,way/1314000759,150000,OSM-overpass
TRM-SMT-0587,Sumatra,150 kV,150.0,150,0.079,way/1314000760,150000,OSM-overpass
TRM-SMT-0588,Sumatra,150 kV,150.0,150,0.025,way/1314000761,150000,OSM-overpass
TRM-SMT-0589,Sumatra,150 kV,150.0,150,0.027,way/1314000762,150000,OSM-overpass
TRM-SMT-0590,Sumatra,150 kV,150.0,150,0.025,way/1314000763,150000,OSM-overpass
TRM-SMT-0591,Sumatra,150 kV,150.0,150,0.027,way/1314000764,150000,OSM-overpass
TRM-SMT-0592,Sumatra,150 kV,150.0,150,0.063,way/1314000765,150000,OSM-overpass
TRM-SMT-0593,Sumatra,150 kV,150.0,150,0.061,way/1314000766,150000,OSM-overpass
TRM-SMT-0594,Sumatra,150 kV,150.0,150,0.057,way/1314000767,150000,OSM-overpass
TRM-SMT-0595,Sumatra,150 kV,150.0,150,0.06,way/1314000768,150000,OSM-overpass
TRM-SMT-0596,Sumatra,150 kV,150.0,150,0.054,way/1314000769,150000,OSM-overpass
TRM-SMT-0597,Sumatra,150 kV,150.0,150,0.055,way/1314000770,150000,OSM-overpass
TRM-SMT-0598,Sumatra,275 kV,275.0,275,0.085,way/1314000771,275000,OSM-overpass
TRM-SMT-0599,Sumatra,275 kV,275.0,275,0.081,way/1314000772,275000,OSM-overpass
TRM-SMT-0600,Sumatra,150 kV,150.0,150,0.056,way/1314000773,150000,OSM-overpass
TRM-SMT-0601,Sumatra,150 kV,150.0,150,0.053,way/1314000774,150000,OSM-overpass
TRM-SMT-0602,Sumatra,150 kV,150.0,150,0.049,way/1314000775,150000,OSM-overpass
TRM-SMT-0603,Sumatra,150 kV,150.0,150,0.048,way/1314000776,150000,OSM-overpass
TRM-SMT-0604,Sumatra,275 kV,275.0,275;150,9.899,way/1314000778,275000;150000,OSM-overpass
TRM-SMT-0605,Sumatra,275 kV,275.0,275,2.383,way/1314000779,275000,OSM-overpass
TRM-SMT-0606,Sumatra,150 kV,150.0,150,7.564,way/1314000780,150000,OSM-overpass
