id,name,from_bus,to_bus,voltage_kv,action_type,circuits,line_type,length_km,target_cod_year,status,province,region_key,source_page,source_table
RUPTL-JAMALI-T-0022,Priok — Muara karang,Priok,Muara karang,500,New,2,SUTET,20.0,2027,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0023,Mampang Baru II — Inc. (Mampang - Karet Lama),Mampang Baru II,Inc. (Mampang - Karet Lama),150,New,4,SUTT,6.4,2028,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0024,PLTSA Sunter — Kemayoran,PLTSA Sunter,Kemayoran,150,New,1,SUTT,3.0,2028,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0025,Rasuna Said — Cawang,Rasuna Said,Cawang,275,New,2,,20.0,2028,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0026,Citra Garden — Kapuk / PIK,Citra Garden,Kapuk / PIK,150,New,2,SUTT,18.0,2032,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0027,Taman Rasuna II / Benhil — Karet Lama,Taman Rasuna II / Benhil,Karet Lama,150,New,2,SKTT,10.0,2033,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0028,Semanggi Barat II / Petamburan — Karet Lama,Semanggi Barat II / Petamburan,Karet Lama,150,New,2,SKTT,3.0,2034,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0029,PLTSa DKI Jakarta (Kuota) Tersebar 1 — DKI Jakarta Eksisting / Baru,PLTSa DKI Jakarta (Kuota) Tersebar 1,DKI Jakarta Eksisting / Baru,150,New,2,SUTT,10.0,2029,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0030,PLTSa DKI Jakarta (Kuota) Tersebar 1 — DKI Jakarta Eksisting / Baru,PLTSa DKI Jakarta (Kuota) Tersebar 1,DKI Jakarta Eksisting / Baru,150,New,2,SUTT,10.0,2029,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0031,PLTSa DKI Jakarta (Kuota) Tersebar 1 — DKI Jakarta Eksisting / Baru,PLTSa DKI Jakarta (Kuota) Tersebar 1,DKI Jakarta Eksisting / Baru,150,New,2,SUTT,10.0,2029,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0032,Pondok Kelapa II — Inc. (Pondok Kelapa - Jatiwaringin),Pondok Kelapa II,Inc. (Pondok Kelapa - Jatiwaringin),150,New,4,SUTT,4.0,2026,Planned,Dki Jakarta,jamali,820,Tabel B1.14
RUPTL-JAMALI-T-0033,Cikupa — Inc. (Balaraja - Kembangan),Cikupa,Inc. (Balaraja - Kembangan),500,New,4,SUTET,4.0,2025,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0034,Cikupa New — Tx. Cikupa New (Inc. Jatake - Jatake II),Cikupa New,Tx. Cikupa New (Inc. Jatake - Jatake II),150,New,4,SKTT,8.8,2025,Committed,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0035,Tx. Cikupa New — Inc. (Jatake - Jatake II),Tx. Cikupa New,Inc. (Jatake - Jatake II),150,New,4,SUTT,2.4,2025,Committed,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0036,LBE — Bojanegara,LBE,Bojanegara,500,,2,SUTET,35.0,2025,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0037,PLTU Jawa-9 & Jawa-10 — Inc. (Suralaya Lama - Cilegon),PLTU Jawa-9 & Jawa-10,Inc. (Suralaya Lama - Cilegon),500,New,4,SUTET,8.0,2025,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0038,Suralaya Lama — Cilegon,Suralaya Lama,Cilegon,500,,2,SUTET,26.0,2025,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0039,Lautan Baja Indonesia / LBI — Inc - (PUCAM II / Modern - Kopo),Lautan Baja Indonesia / LBI,Inc - (PUCAM II / Modern - Kopo),150,New,2,SUTT,8.0,2025,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0040,Serang Selatan / Baros — Serang,Serang Selatan / Baros,Serang,150,New,2,SUTT,20.0,2025,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0041,Tanjung Lesung — Menes,Tanjung Lesung,Menes,150,New,2,SUTT,90.0,2025,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0042,Tigaraksa II / Citra Maja — Tigaraksa,Tigaraksa II / Citra Maja,Tigaraksa,150,New,2,SUTT,20.0,2025,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0043,Cikande — Inc. (Bojanegara - Balaraja),Cikande,Inc. (Bojanegara - Balaraja),500,New,4,SUTET,4.0,2026,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0044,Cikande New — Inc. (Cikande – Indah Kiat | GMS),Cikande New,Inc. (Cikande – Indah Kiat | GMS),150,New,4,SUTT,4.0,2026,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0045,Cikande New — Cikande,Cikande New,Cikande,150,,2,SUTT,9.0,2026,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0046,Serang Selatan / Baros — Rangkas Baru,Serang Selatan / Baros,Rangkas Baru,150,New,2,SUTT,60.0,2026,Construction,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0047,KEK PIK — Inc. (Lontar - Teluk Naga II / Dadap),KEK PIK,Inc. (Lontar - Teluk Naga II / Dadap),150,New,2,SUTT,2.0,2027,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0048,Tigaraksa II — Kopo,Tigaraksa II,Kopo,150,New,2,SUTT,40.0,2028,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0049,PLTB Banten — Tanjung Lesung,PLTB Banten,Tanjung Lesung,150,New,2,SUTT,10.0,2028,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0050,Cikupa New — Curug Switching,Cikupa New,Curug Switching,150,New,2,SKTT,6.0,2030,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0051,Curug Switching — Inc. (Cikupa - Lippo Curug),Curug Switching,Inc. (Cikupa - Lippo Curug),150,New,4,SKTT,2.0,2030,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0052,PLTGU Jawa-5 — Cikande,PLTGU Jawa-5,Cikande,500,New,2,SUTET,34.6,2030,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0053,PLTP Rawa Dano — Asahimas II / Anyer,PLTP Rawa Dano,Asahimas II / Anyer,150,New,2,SUTT,36.0,2030,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0054,Rangkasbitung Baru — Saketi,Rangkasbitung Baru,Saketi,150,,2,SUTT,67.6,2030,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0055,Lippo Curug II — Lippo Curug,Lippo Curug II,Lippo Curug,150,New,2,SUTT,10.0,2033,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0056,PLTS Banten (Kuota) II — Banten Eksisting / Baru,PLTS Banten (Kuota) II,Banten Eksisting / Baru,150,New,2,SUTT,4.0,2026,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0057,PLTS+BESS Banten (Kuota) III — Banten Eksisting / Baru,PLTS+BESS Banten (Kuota) III,Banten Eksisting / Baru,150,New,2,SUTT,32.0,2030,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0058,BESS Smoothing Tersebar (1) — Banten Eksisting / Baru,BESS Smoothing Tersebar (1),Banten Eksisting / Baru,150,New,2,SUTT,20.0,,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0059,PLTS Banten (Kuota) IVA — Banten Eksisting / Baru,PLTS Banten (Kuota) IVA,Banten Eksisting / Baru,150,New,2,SUTT,20.0,2028,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0060,PLTS Banten (Kuota) VI — Banten Eksisting / Baru,PLTS Banten (Kuota) VI,Banten Eksisting / Baru,150,New,2,SUTT,10.0,2028,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0061,PLTSa Banten (Kuota) Tersebar 1 — Banten Eksisting / Baru,PLTSa Banten (Kuota) Tersebar 1,Banten Eksisting / Baru,150,New,2,SUTT,10.0,2028,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0062,PLTS Banten (Kuota) IVC — Banten Eksisting / Baru,PLTS Banten (Kuota) IVC,Banten Eksisting / Baru,150,New,2,SUTT,9.2,2030,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0063,PLTB Jawa-Bali (Kuota) Tersebar II (1) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar II (1),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,833,Tabel B2.13
RUPTL-JAMALI-T-0064,PLTS Banten (Kuota) IVB — Banten Eksisting / Baru,PLTS Banten (Kuota) IVB,Banten Eksisting / Baru,150,New,2,SUTT,2.0,2030,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0065,PLTS Banten (Kuota) VII — Banten Eksisting / Baru,PLTS Banten (Kuota) VII,Banten Eksisting / Baru,150,New,2,SUTT,10.0,2030,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0066,PLTSa Banten (Kuota) Tersebar 2 — Banten Eksisting / Baru,PLTSa Banten (Kuota) Tersebar 2,Banten Eksisting / Baru,150,New,2,SUTT,10.0,2030,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0067,PLTS Banten (Kuota) V Eksis — Banten ting / Baru,PLTS Banten (Kuota) V Eksis,Banten ting / Baru,150,New,2,SUTT,10.0,2034,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0068,BESS Smoothing Tersebar (2) — Banten Eksisting / Baru,BESS Smoothing Tersebar (2),Banten Eksisting / Baru,150,New,2,SUTT,20.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0069,PLTP Rawadano (FTP2) — Banten Eksisting / Baru,PLTP Rawadano (FTP2),Banten Eksisting / Baru,150,New,2,SUTT,20.0,2032,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0070,PLTS Jawa-Bali (Kuota) Tersebar IX — Banten Eksisting / Baru,PLTS Jawa-Bali (Kuota) Tersebar IX,Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0071,BESS Jawa-Bali (Kuota) Tersebar IVA (3) — Banten Eksisting / Baru,BESS Jawa-Bali (Kuota) Tersebar IVA (3),Banten Eksisting / Baru,150,New,2,SUTT,20.0,2034,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0072,PLTB Jawa-Bali (Kuota) Tersebar III (1) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar III (1),Banten Eksisting / Baru,150,New,2,SUTT,10.0,2034,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0073,PLTB Jawa-Bali (Kuota) Tersebar IV (1) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar IV (1),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0074,PLTS Jawa-Bali (Kuota) Tersebar X — Banten Eksisting / Baru,PLTS Jawa-Bali (Kuota) Tersebar X,Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0075,PLTB Jawa-Bali (Kuota) Tersebar II (2) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar II (2),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0076,PLTB Jawa-Bali (Kuota) Tersebar II (3) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar II (3),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0077,BESS Jawa-Bali (Kuota) Tersebar IIIA (1) — Banten Eksisting / Baru,BESS Jawa-Bali (Kuota) Tersebar IIIA (1),Banten Eksisting / Baru,150,New,2,SUTT,20.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0078,BESS Jawa-Bali (Kuota) Tersebar IIIA (2) — Banten Eksisting / Baru,BESS Jawa-Bali (Kuota) Tersebar IIIA (2),Banten Eksisting / Baru,150,New,2,SUTT,20.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0079,BESS Jawa-Bali (Kuota) Tersebar IIIA (3) — Banten Eksisting / Baru,BESS Jawa-Bali (Kuota) Tersebar IIIA (3),Banten Eksisting / Baru,150,New,2,SUTT,20.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0080,BESS Jawa-Bali (Kuota) Tersebar IVA (1) — Banten Eksisting / Baru,BESS Jawa-Bali (Kuota) Tersebar IVA (1),Banten Eksisting / Baru,150,New,2,SUTT,20.0,2034,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0081,BESS Jawa-Bali (Kuota) Tersebar IVA (2) — Banten Eksisting / Baru,BESS Jawa-Bali (Kuota) Tersebar IVA (2),Banten Eksisting / Baru,150,New,2,SUTT,20.0,2034,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0082,PLTB Jawa-Bali (Kuota) Tersebar III (2) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar III (2),Banten Eksisting / Baru,150,New,2,SUTT,10.0,2034,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0083,PLTB Jawa-Bali (Kuota) Tersebar III (3) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar III (3),Banten Eksisting / Baru,150,New,2,SUTT,10.0,2034,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0084,PLTB Jawa-Bali (Kuota) Tersebar IV (2) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar IV (2),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0085,PLTB Jawa-Bali (Kuota) Tersebar IV (3) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar IV (3),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0086,PLTB Jawa-Bali (Kuota) Tersebar IV (4) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar IV (4),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0087,PLTB Jawa-Bali (Kuota) Tersebar IV (5) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar IV (5),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,834,
RUPTL-JAMALI-T-0088,PLTB Jawa-Bali (Kuota) Tersebar IV (6) — Banten Eksisting / Baru,PLTB Jawa-Bali (Kuota) Tersebar IV (6),Banten Eksisting / Baru,150,New,2,SUTT,10.0,,Planned,Banten,jamali,835,Tabel B2.15
RUPTL-JAMALI-T-0089,Cilegon — Citereup,Cilegon,Citereup,500,New,1,SUTET,130.0,2031,Planned,Banten,jamali,838,Tabel B2.16
RUPTL-JAMALI-T-0090,Bogor X — Tanjung Pucut / Salira,Bogor X,Tanjung Pucut / Salira,500 DC,New,2,SUTET,220.0,2031,Planned,Banten,jamali,838,Tabel B2.16
RUPTL-JAMALI-T-0091,Tanjung Pucut / Salira — Ketapang,Tanjung Pucut / Salira,Ketapang,500 DC,New,2,SKLT,80.0,2031,Planned,Banten,jamali,838,Tabel B2.16
RUPTL-JAMALI-T-0092,Muara Enim — Ketapang,Muara Enim,Ketapang,500 DC,New,2,SUTET,800.0,2031,Planned,Banten,jamali,838,Tabel B2.16
RUPTL-JAMALI-T-0093,Balongan — Inc. (Jatibarang - Arjawinangun),Balongan,Inc. (Jatibarang - Arjawinangun),150,New,4,SUTT,49.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0094,Cibatu Baru / Deltamas — Tx. THK,Cibatu Baru / Deltamas,Tx. THK,150,New,2,SUTT,1.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0095,Depok II — Inc. (Tx. Cimanggis - Rawadenok (Depok III)),Depok II,Inc. (Tx. Cimanggis - Rawadenok (Depok III)),150,New,2,SUTT,8.0,2025,Construction,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0096,Telukjambe II — KTT Indah Kiat,Telukjambe II,KTT Indah Kiat,150,New,1,SUTT,2.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0097,PLTA Jatigede / Parakan Kondang Baru — Inc. (Rancaekek - Sunyaragi),PLTA Jatigede / Parakan Kondang Baru,Inc. (Rancaekek - Sunyaragi),150,New,4,SUTT,20.0,2025,Construction,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0098,Jatiluhur Baru — Inc. (Padalarang - Tatajabar),Jatiluhur Baru,Inc. (Padalarang - Tatajabar),150,New,4,SUTT,92.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0099,Jatiluhur Baru — PLTA Jatiluhur,Jatiluhur Baru,PLTA Jatiluhur,150,New,2,SUTT,20.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0100,JISC / MOS — Jatiluhur Baru,JISC / MOS,Jatiluhur Baru,150,New,2,SUTT,12.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0101,Switching Tegalluar — Inc. (Ujungberung - Gedebage),Switching Tegalluar,Inc. (Ujungberung - Gedebage),150,New,4,SUTT,4.0,2025,Committed,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0102,Switching Tegalluar — Traksi Tegalluar,Switching Tegalluar,Traksi Tegalluar,150,New,2,SUTT,2.0,2025,Committed,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0103,KTT Indorama Baru — Inc. (Padalarang Baru - Jatiluhur),KTT Indorama Baru,Inc. (Padalarang Baru - Jatiluhur),150,New,4,SUTT,12.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0104,Muara Tawar — Inc. (Bekasi - Plumpang | Kandang Sapi),Muara Tawar,Inc. (Bekasi - Plumpang | Kandang Sapi),150,New,4,SUTT,20.0,2025,Construction,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0105,PLTU Pelabuhan Ratu — Pelabuhan Ratu Baru,PLTU Pelabuhan Ratu,Pelabuhan Ratu Baru,150,New,2,SUTT,60.0,2025,Construction,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0106,PLTS Saguling — Switching Rajamandala,PLTS Saguling,Switching Rajamandala,150,New,2,SUTT,16.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0107,Switching Rajamandala — Inc.(Cigereleng - Rajamandala),Switching Rajamandala,Inc.(Cigereleng - Rajamandala),150,New,2,SUTT,1.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0108,Switching Rajamandala — Inc.(Cigereleng - Sukaluyu),Switching Rajamandala,Inc.(Cigereleng - Sukaluyu),150,New,2,SUTT,1.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0109,Switching Rajamandala — Rajamandala,Switching Rajamandala,Rajamandala,150,New,2,SUTT,1.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0110,Sentul Baru / Cijayanti — Inc. (Bogor Baru - Sentul),Sentul Baru / Cijayanti,Inc. (Bogor Baru - Sentul),150,New,4,SUTT,4.0,2025,Planned,Jawa Barat,jamali,854,Tabel B3.11
RUPTL-JAMALI-T-0111,Cirata — Padalarang Baru,Cirata,Padalarang Baru,150,New,1,SUTT,40.0,2025,Planned,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0112,Subang Baru — Inc. (Sukamandi - Haurgeulis),Subang Baru,Inc. (Sukamandi - Haurgeulis),150,New,4,SUTT,20.0,2025,Construction,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0113,Sukatani New — Inc. (Bekasi - Sukatani),Sukatani New,Inc. (Bekasi - Sukatani),150,New,4,SUTT,8.0,2025,Construction,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0114,Kosambi Baru — Tx. New Sukatani,Kosambi Baru,Tx. New Sukatani,150,,2,SUTT,60.0,2025,Construction,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0115,Poncol Baru II — Tx. Jatiwaringin | Tambun II,Poncol Baru II,Tx. Jatiwaringin | Tambun II,150,,2,SUTT,12.0,2025,Construction,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0116,Tambun II / Tambun New / Pasar Kalong — Tambun,Tambun II / Tambun New / Pasar Kalong,Tambun,150,New,2,SKTT,14.0,2025,Planned,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0117,Tambun II / Tambun New / Pasar Kalong — Tx. Poncol Baru II,Tambun II / Tambun New / Pasar Kalong,Tx. Poncol Baru II,150,New,2,SKTT,4.0,2025,Planned,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0118,Telukjambe II — Telukjambe,Telukjambe II,Telukjambe,150,New,2,SUTT,14.0,2025,Construction,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0119,Muara Tawar — Bekasi,Muara Tawar,Bekasi,500,New,2,SUTET,18.0,2025,Construction,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0120,Switching Data Center — ADSI Deltamas,Switching Data Center,ADSI Deltamas,150,New,2,SKTT,1.0,2026,Planned,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0121,KIIC II / Margakaya — ADSI KIIC,KIIC II / Margakaya,ADSI KIIC,150,New,2,SKTT,4.0,2026,Planned,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0122,Telukjambe II — ADSI Suryacipta,Telukjambe II,ADSI Suryacipta,150,New,2,SKTT,3.0,2026,Planned,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0123,Babakan Baru — Inc. (CEP - Brebes),Babakan Baru,Inc. (CEP - Brebes),150,New,4,SUTT,4.0,2026,Construction,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0124,Bekasi Power — Jababeka II / Pamahan,Bekasi Power,Jababeka II / Pamahan,150,New,2,SUTT,12.0,2026,Planned,Jawa Barat,jamali,855,
RUPTL-JAMALI-T-0125,Cibatu Baru II / Sukatani — Sukatani New,Cibatu Baru II / Sukatani,Sukatani New,150,New,2,SKTT,1.0,2026,Planned,Jawa Barat,jamali,855,
