id,voltage_class,voltage_kv_max,voltage_kv_all,length_km,osm_id,osm_voltage,source_id
TRM-JMB-1338,500 kV,500.0,500,0.188,way/1164308087,500000,OSM-overpass
TRM-JMB-1339,150 kV,150.0,150,1.026,way/1164308090,150000,OSM-overpass
TRM-JMB-1340,150 kV,150.0,150,0.429,way/1164308091,150000,OSM-overpass
TRM-JMB-1341,500 kV,500.0,500,0.1,way/1164308092,500000,OSM-overpass
TRM-JMB-1342,150 kV,150.0,150,9.293,way/1164308095,150000,OSM-overpass
TRM-JMB-1343,500 kV,500.0,500,0.187,way/1164308098,500000,OSM-overpass
TRM-JMB-1344,500 kV,500.0,500,0.186,way/1164308099,500000,OSM-overpass
TRM-JMB-1345,150 kV,150.0,150,5.312,way/1164447522,150000,OSM-overpass
TRM-JMB-1346,150 kV,150.0,150,5.672,way/1164447523,150000,OSM-overpass
TRM-JMB-1347,150 kV,150.0,150,3.163,way/1164447524,150000,OSM-overpass
TRM-JMB-1348,150 kV,150.0,150,0.037,way/1164447525,150000,OSM-overpass
TRM-JMB-1349,150 kV,150.0,150,0.119,way/1164447526,150000,OSM-overpass
TRM-JMB-1350,150 kV,150.0,150,0.107,way/1171973852,150000,OSM-overpass
TRM-JMB-1351,150 kV,150.0,150,0.107,way/1171973853,150000,OSM-overpass
TRM-JMB-1352,150 kV,150.0,150,0.094,way/1171973854,150000,OSM-overpass
TRM-JMB-1353,150 kV,150.0,150,1.739,way/1173209066,150000,OSM-overpass
TRM-JMB-1354,150 kV,150.0,150,0.094,way/1173363410,150000,OSM-overpass
TRM-JMB-1355,150 kV,150.0,150,0.091,way/1173363411,150000,OSM-overpass
TRM-JMB-1356,150 kV,150.0,150,15.045,way/1173363413,150000,OSM-overpass
TRM-JMB-1357,150 kV,150.0,150,10.387,way/1173363414,150000,OSM-overpass
TRM-JMB-1358,500 kV,500.0,500,0.177,way/1175261620,500000,OSM-overpass
TRM-JMB-1359,500 kV,500.0,500,0.195,way/1175261625,500000,OSM-overpass
TRM-JMB-1360,500 kV,500.0,500,1.861,way/1175261626,500000,OSM-overpass
TRM-JMB-1361,150 kV,150.0,150,0.206,way/1175939206,150000,OSM-overpass
TRM-JMB-1362,150 kV,150.0,150,0.189,way/1175939207,150000,OSM-overpass
TRM-JMB-1363,150 kV,150.0,150,0.065,way/1175939208,150000,OSM-overpass
TRM-JMB-1364,150 kV,150.0,150,0.056,way/1175939209,150000,OSM-overpass
TRM-JMB-1365,150 kV,150.0,150,0.056,way/1175939210,150000,OSM-overpass
TRM-JMB-1366,150 kV,150.0,150,5.271,way/1175939211,150000,OSM-overpass
TRM-JMB-1367,150 kV,150.0,150,0.066,way/1175939212,150000,OSM-overpass
TRM-JMB-1368,150 kV,150.0,150,0.404,way/1178768961,150000,OSM-overpass
TRM-JMB-1369,150 kV,150.0,150,0.425,way/1178768962,150000,OSM-overpass
TRM-JMB-1370,500 kV,500.0,500;150,4.584,way/1179967450,500000;150000,OSM-overpass
TRM-JMB-1371,500 kV,500.0,500,0.464,way/1179967451,500000,OSM-overpass
TRM-JMB-1372,500 kV,500.0,500,6.457,way/1179967452,500000,OSM-overpass
TRM-JMB-1373,500 kV,500.0,500,0.464,way/1179967453,500000,OSM-overpass
TRM-JMB-1374,150 kV,150.0,150,11.682,way/1180261659,150000,OSM-overpass
TRM-JMB-1375,70 kV,70.0,70,4.772,way/1180261660,70000,OSM-overpass
TRM-JMB-1376,150 kV,150.0,150,0.936,way/1180261661,150000,OSM-overpass
TRM-JMB-1377,500 kV,500.0,500,0.281,way/1181046389,500000,OSM-overpass
TRM-JMB-1378,500 kV,500.0,500,0.229,way/1181046390,500000,OSM-overpass
TRM-JMB-1379,500 kV,500.0,500,0.1,way/1181048540,500000,OSM-overpass
TRM-JMB-1380,500 kV,500.0,500,0.19,way/1181048541,500000,OSM-overpass
TRM-JMB-1381,500 kV,500.0,500,0.549,way/1181048542,500000,OSM-overpass
TRM-JMB-1382,500 kV,500.0,500,0.098,way/1181048543,500000,OSM-overpass
TRM-JMB-1383,500 kV,500.0,500,0.557,way/1181048544,500000,OSM-overpass
TRM-JMB-1384,500 kV,500.0,500,0.166,way/1181048546,500000,OSM-overpass
TRM-JMB-1385,500 kV,500.0,500,32.548,way/1181048548,500000,OSM-overpass
TRM-JMB-1386,500 kV,500.0,500,0.56,way/1181048549,500000,OSM-overpass
TRM-JMB-1387,500 kV,500.0,500,0.189,way/1181048550,500000,OSM-overpass
TRM-JMB-1388,500 kV,500.0,500,0.162,way/1181048551,500000,OSM-overpass
TRM-JMB-1389,500 kV,500.0,500,33.108,way/1181048552,500000,OSM-overpass
TRM-JMB-1390,500 kV,500.0,500,6.452,way/1181048553,500000,OSM-overpass
TRM-JMB-1391,150 kV,150.0,150,31.88,way/1185426245,150000,OSM-overpass
TRM-JMB-1392,150 kV,150.0,150,0.041,way/1185509238,150000,OSM-overpass
TRM-JMB-1393,150 kV,150.0,150,0.045,way/1185509239,150000,OSM-overpass
TRM-JMB-1394,150 kV,150.0,150,0.043,way/1185509240,150000,OSM-overpass
TRM-JMB-1395,150 kV,150.0,150,0.048,way/1185509241,150000,OSM-overpass
TRM-JMB-1396,150 kV,150.0,150,8.936,way/1185509242,150000,OSM-overpass
TRM-JMB-1397,150 kV,150.0,150,4.546,way/1186526032,150000,OSM-overpass
TRM-JMB-1398,150 kV,150.0,150,0.045,way/1186526033,150000,OSM-overpass
TRM-JMB-1399,150 kV,150.0,150,0.046,way/1186526034,150000,OSM-overpass
TRM-JMB-1400,150 kV,150.0,150,0.047,way/1186526035,150000,OSM-overpass
TRM-JMB-1401,150 kV,150.0,150,0.047,way/1186526036,150000,OSM-overpass
TRM-JMB-1402,150 kV,150.0,150,0.063,way/1187946046,150000,OSM-overpass
TRM-JMB-1403,150 kV,150.0,150,0.063,way/1187946047,150000,OSM-overpass
TRM-JMB-1404,150 kV,150.0,150,0.065,way/1187946048,150000,OSM-overpass
TRM-JMB-1405,150 kV,150.0,150,0.067,way/1187946049,150000,OSM-overpass
TRM-JMB-1406,150 kV,150.0,150,0.03,way/1187946050,150000,OSM-overpass
TRM-JMB-1407,150 kV,150.0,150,0.031,way/1187946051,150000,OSM-overpass
TRM-JMB-1408,150 kV,150.0,150,31.791,way/1187946054,150000,OSM-overpass
TRM-JMB-1409,150 kV,150.0,150,17.893,way/1187946504,150000,OSM-overpass
TRM-JMB-1410,150 kV,150.0,150,0.052,way/1187970520,150000,OSM-overpass
TRM-JMB-1411,150 kV,150.0,150,0.05,way/1187970521,150000,OSM-overpass
TRM-JMB-1412,150 kV,150.0,150,0.036,way/1187970522,150000,OSM-overpass
TRM-JMB-1413,150 kV,150.0,150,0.036,way/1187970523,150000,OSM-overpass
TRM-JMB-1414,150 kV,150.0,150,1.775,way/1187970524,150000,OSM-overpass
TRM-JMB-1415,150 kV,150.0,150,0.054,way/1187970525,150000,OSM-overpass
TRM-JMB-1416,150 kV,150.0,150,0.054,way/1187970526,150000,OSM-overpass
TRM-JMB-1417,150 kV,150.0,150,0.048,way/1187970527,150000,OSM-overpass
TRM-JMB-1418,150 kV,150.0,150,0.049,way/1187970528,150000,OSM-overpass
TRM-JMB-1419,500 kV,500.0,500,0.09,way/1187970529,500000,OSM-overpass
TRM-JMB-1420,500 kV,500.0,500,0.082,way/1187970530,500000,OSM-overpass
TRM-JMB-1421,500 kV,500.0,500,0.086,way/1187970531,500000,OSM-overpass
TRM-JMB-1422,500 kV,500.0,500,0.081,way/1187970532,500000,OSM-overpass
TRM-JMB-1423,70 kV,70.0,70,0.06,way/1188149405,70000,OSM-overpass
TRM-JMB-1424,70 kV,70.0,70,0.061,way/1188149406,70000,OSM-overpass
TRM-JMB-1425,70 kV,70.0,70,0.025,way/1188149407,70000,OSM-overpass
TRM-JMB-1426,70 kV,70.0,70,9.375,way/1188149408,70000,OSM-overpass
TRM-JMB-1427,70 kV,70.0,70,14.287,way/1188149409,70000,OSM-overpass
TRM-JMB-1428,70 kV,70.0,70,0.025,way/1188149410,70000,OSM-overpass
TRM-JMB-1429,70 kV,70.0,70,0.026,way/1188149411,70000,OSM-overpass
TRM-JMB-1430,70 kV,70.0,70,0.026,way/1188149414,70000,OSM-overpass
TRM-JMB-1431,70 kV,70.0,70,0.023,way/1188149415,70000,OSM-overpass
TRM-JMB-1432,150 kV,150.0,150,0.043,way/1188149417,150000,OSM-overpass
TRM-JMB-1433,150 kV,150.0,150,2.247,way/1188149418,150000,OSM-overpass
TRM-JMB-1434,150 kV,150.0,150,0.032,way/1188149419,150000,OSM-overpass
TRM-JMB-1435,150 kV,150.0,150,0.032,way/1188149420,150000,OSM-overpass
TRM-JMB-1436,150 kV,150.0,150,0.243,way/1188149421,150000,OSM-overpass
TRM-JMB-1437,150 kV,150.0,150,0.033,way/1188149422,150000,OSM-overpass
TRM-JMB-1438,150 kV,150.0,150,0.032,way/1188149423,150000,OSM-overpass
TRM-JMB-1439,150 kV,150.0,150,0.236,way/1188149424,150000,OSM-overpass
TRM-JMB-1440,70 kV,70.0,70,6.186,way/1188149427,70000,OSM-overpass
TRM-JMB-1441,70 kV,70.0,70,3.469,way/1188232598,70000,OSM-overpass
TRM-JMB-1442,70 kV,70.0,70,0.039,way/1188232599,70000,OSM-overpass
TRM-JMB-1443,150 kV,150.0,150,0.044,way/1188232605,150000,OSM-overpass
TRM-JMB-1444,150 kV,150.0,150,0.04,way/1188232606,150000,OSM-overpass
TRM-JMB-1445,150 kV,150.0,150,6.449,way/1188232608,150000,OSM-overpass
TRM-JMB-1446,150 kV,150.0,150,0.031,way/1188232609,150000,OSM-overpass
TRM-JMB-1447,150 kV,150.0,150,0.031,way/1188232610,150000,OSM-overpass
TRM-JMB-1448,70 kV,70.0,70,16.167,way/1188232612,70000,OSM-overpass
TRM-JMB-1449,70 kV,70.0,70,0.07,way/1188232615,70000,OSM-overpass
TRM-JMB-1450,70 kV,70.0,70,0.068,way/1188232616,70000,OSM-overpass
TRM-JMB-1451,150 kV,150.0,150,0.092,way/1188272311,150000,OSM-overpass
TRM-JMB-1452,150 kV,150.0,150,0.088,way/1188272312,150000,OSM-overpass
TRM-JMB-1453,150 kV,150.0,150,0.086,way/1188272313,150000,OSM-overpass
TRM-JMB-1454,150 kV,150.0,150,0.086,way/1188272314,150000,OSM-overpass
TRM-JMB-1455,150 kV,150.0,150,14.195,way/1188272315,150000,OSM-overpass
TRM-JMB-1456,150 kV,150.0,150,0.048,way/1188272316,150000,OSM-overpass
TRM-JMB-1457,150 kV,150.0,150,0.04,way/1188272317,150000,OSM-overpass
TRM-JMB-1458,150 kV,150.0,150,0.035,way/1188272318,150000,OSM-overpass
TRM-JMB-1459,150 kV,150.0,150,0.035,way/1188272319,150000,OSM-overpass
TRM-JMB-1460,150 kV,150.0,150,0.029,way/1188272320,150000,OSM-overpass
TRM-JMB-1461,150 kV,150.0,150,0.034,way/1188272321,150000,OSM-overpass
TRM-JMB-1462,150 kV,150.0,150,0.037,way/1188272322,150000,OSM-overpass
TRM-JMB-1463,150 kV,150.0,150,0.038,way/1188272323,150000,OSM-overpass
TRM-JMB-1464,150 kV,150.0,150,0.105,way/1188272325,150000,OSM-overpass
TRM-JMB-1465,150 kV,150.0,150,0.107,way/1188272326,150000,OSM-overpass
TRM-JMB-1466,150 kV,150.0,150,0.05,way/1188272327,150000,OSM-overpass
TRM-JMB-1467,150 kV,150.0,150,0.051,way/1188272328,150000,OSM-overpass
TRM-JMB-1468,150 kV,150.0,150,30.655,way/1188272329,150000,OSM-overpass
TRM-JMB-1469,150 kV,150.0,150,0.063,way/1188272330,150000,OSM-overpass
TRM-JMB-1470,150 kV,150.0,150,0.064,way/1188272331,150000,OSM-overpass
TRM-JMB-1471,150 kV,150.0,150,0.063,way/1188272332,150000,OSM-overpass
TRM-JMB-1472,150 kV,150.0,150,0.065,way/1188272333,150000,OSM-overpass
TRM-JMB-1473,150 kV,150.0,150,0.23,way/1188272334,150000,OSM-overpass
TRM-JMB-1474,150 kV,150.0,150,0.082,way/1188272335,150000,OSM-overpass
TRM-JMB-1475,150 kV,150.0,150,0.079,way/1188272336,150000,OSM-overpass
TRM-JMB-1476,150 kV,150.0,150,0.722,way/1188272337,150000,OSM-overpass
TRM-JMB-1477,150 kV,150.0,150,0.077,way/1188272338,150000,OSM-overpass
TRM-JMB-1478,150 kV,150.0,150,0.077,way/1188272339,150000,OSM-overpass
TRM-JMB-1479,150 kV,150.0,150,15.867,way/1188272340,150000,OSM-overpass
TRM-JMB-1480,150 kV,150.0,150,0.043,way/1188272341,150000,OSM-overpass
TRM-JMB-1481,150 kV,150.0,150,0.044,way/1188272342,150000,OSM-overpass
TRM-JMB-1482,150 kV,150.0,150,0.087,way/1188272343,150000,OSM-overpass
TRM-JMB-1483,150 kV,150.0,150,0.076,way/1188272344,150000,OSM-overpass
TRM-JMB-1484,150 kV,150.0,150,0.057,way/1188272345,150000,OSM-overpass
TRM-JMB-1485,150 kV,150.0,150,0.057,way/1188272346,150000,OSM-overpass
TRM-JMB-1486,150 kV,150.0,150,0.061,way/1188272347,150000,OSM-overpass
TRM-JMB-1487,150 kV,150.0,150,0.06,way/1188272348,150000,OSM-overpass
TRM-JMB-1488,150 kV,150.0,150,0.038,way/1188272349,150000,OSM-overpass
TRM-JMB-1489,150 kV,150.0,150,0.038,way/1188272350,150000,OSM-overpass
TRM-JMB-1490,150 kV,150.0,150,0.068,way/1188272351,150000,OSM-overpass
TRM-JMB-1491,150 kV,150.0,150,0.07,way/1188272352,150000,OSM-overpass
TRM-JMB-1492,150 kV,150.0,150,0.051,way/1188272353,150000,OSM-overpass
TRM-JMB-1493,150 kV,150.0,150,0.052,way/1188272354,150000,OSM-overpass
TRM-JMB-1494,500 kV,500.0,500,0.061,way/1188272355,500000,OSM-overpass
TRM-JMB-1495,500 kV,500.0,500,0.059,way/1188272356,500000,OSM-overpass
TRM-JMB-1496,150 kV,150.0,150,0.07,way/1188272357,150000,OSM-overpass
TRM-JMB-1497,150 kV,150.0,150,0.067,way/1188272358,150000,OSM-overpass
TRM-JMB-1498,150 kV,150.0,150,0.063,way/1188272359,150000,OSM-overpass
TRM-JMB-1499,150 kV,150.0,150,0.063,way/1188272360,150000,OSM-overpass
TRM-JMB-1500,500 kV,500.0,500,0.16,way/1188272361,500000,OSM-overpass
TRM-JMB-1501,500 kV,500.0,500,0.154,way/1188272362,500000,OSM-overpass
TRM-JMB-1502,500 kV,500.0,500,0.132,way/1188272363,500000,OSM-overpass
TRM-JMB-1503,500 kV,500.0,500,0.104,way/1188272364,500000,OSM-overpass
TRM-JMB-1504,500 kV,500.0,500,0.141,way/1188272365,500000,OSM-overpass
TRM-JMB-1505,500 kV,500.0,500,0.141,way/1188272366,500000,OSM-overpass
TRM-JMB-1506,150 kV,150.0,150,0.455,way/1189582114,150000,OSM-overpass
TRM-JMB-1507,150 kV,150.0,150,9.58,way/1189582115,150000,OSM-overpass
TRM-JMB-1508,150 kV,150.0,150,0.91,way/1189582116,150000,OSM-overpass
TRM-JMB-1509,150 kV,150.0,150,0.029,way/1191284962,150000,OSM-overpass
TRM-JMB-1510,150 kV,150.0,150,0.038,way/1191284963,150000,OSM-overpass
TRM-JMB-1511,150 kV,150.0,150,0.026,way/1191284964,150000,OSM-overpass
TRM-JMB-1512,150 kV,150.0,150,0.031,way/1191284965,150000,OSM-overpass
TRM-JMB-1513,150 kV,150.0,150,0.041,way/1191284966,150000,OSM-overpass
TRM-JMB-1514,150 kV,150.0,150,0.039,way/1191284967,150000,OSM-overpass
TRM-JMB-1515,150 kV,150.0,150,0.034,way/1191284968,150000,OSM-overpass
TRM-JMB-1516,150 kV,150.0,150,0.034,way/1191284969,150000,OSM-overpass
TRM-JMB-1517,150 kV,150.0,150,0.038,way/1191284971,150000,OSM-overpass
TRM-JMB-1518,150 kV,150.0,150,0.038,way/1191284972,150000,OSM-overpass
TRM-JMB-1519,150 kV,150.0,150,1.693,way/1191284973,150000,OSM-overpass
TRM-JMB-1520,150 kV,150.0,150,0.051,way/1191284974,150000,OSM-overpass
TRM-JMB-1521,150 kV,150.0,150,0.052,way/1191284975,150000,OSM-overpass
TRM-JMB-1522,150 kV,150.0,150,0.054,way/1191284976,150000,OSM-overpass
TRM-JMB-1523,150 kV,150.0,150,0.054,way/1191284977,150000,OSM-overpass
TRM-JMB-1524,150 kV,150.0,150,0.031,way/1191284978,150000,OSM-overpass
TRM-JMB-1525,150 kV,150.0,150,0.026,way/1191284979,150000,OSM-overpass
TRM-JMB-1526,150 kV,150.0,150,0.02,way/1191284980,150000,OSM-overpass
TRM-JMB-1527,150 kV,150.0,150,0.019,way/1191284981,150000,OSM-overpass
TRM-JMB-1528,150 kV,150.0,150,9.701,way/1191284982,150000,OSM-overpass
TRM-JMB-1529,150 kV,150.0,150,0.217,way/1191284984,150000,OSM-overpass
TRM-JMB-1530,150 kV,150.0,150,1.364,way/1191284985,150000,OSM-overpass
TRM-JMB-1531,150 kV,150.0,150,0.074,way/1191284986,150000,OSM-overpass
TRM-JMB-1532,150 kV,150.0,150,0.074,way/1191284987,150000,OSM-overpass
TRM-JMB-1533,150 kV,150.0,150,0.018,way/1191284989,150000,OSM-overpass
TRM-JMB-1534,150 kV,150.0,150,0.022,way/1191284990,150000,OSM-overpass
TRM-JMB-1535,150 kV,150.0,150,0.019,way/1191284991,150000,OSM-overpass
TRM-JMB-1536,150 kV,150.0,150,0.021,way/1191284992,150000,OSM-overpass
TRM-JMB-1537,150 kV,150.0,150,0.027,way/1191284993,150000,OSM-overpass
TRM-JMB-1538,150 kV,150.0,150,0.024,way/1191284994,150000,OSM-overpass
TRM-JMB-1539,150 kV,150.0,150,0.024,way/1191284995,150000,OSM-overpass
TRM-JMB-1540,150 kV,150.0,150,0.021,way/1191284996,150000,OSM-overpass
TRM-JMB-1541,150 kV,150.0,150,0.033,way/1191284997,150000,OSM-overpass
TRM-JMB-1542,150 kV,150.0,150,0.055,way/1191284998,150000,OSM-overpass
TRM-JMB-1543,150 kV,150.0,150,0.053,way/1191284999,150000,OSM-overpass
TRM-JMB-1544,150 kV,150.0,150,8.257,way/1191285000,150000,OSM-overpass
TRM-JMB-1545,150 kV,150.0,150,0.028,way/1191285001,150000,OSM-overpass
TRM-JMB-1546,150 kV,150.0,150,0.03,way/1191285002,150000,OSM-overpass
TRM-JMB-1547,150 kV,150.0,150,0.032,way/1191285003,150000,OSM-overpass
TRM-JMB-1548,150 kV,150.0,150,0.034,way/1191285004,150000,OSM-overpass
TRM-JMB-1549,150 kV,150.0,150,0.061,way/1191285005,150000,OSM-overpass
TRM-JMB-1550,150 kV,150.0,150,0.047,way/1191285006,150000,OSM-overpass
TRM-JMB-1551,150 kV,150.0,150,0.041,way/1191285007,150000,OSM-overpass
TRM-JMB-1552,150 kV,150.0,150,0.032,way/1191285008,150000,OSM-overpass
TRM-JMB-1553,150 kV,150.0,150,0.032,way/1191285009,150000,OSM-overpass
TRM-JMB-1554,150 kV,150.0,150,0.031,way/1191285010,150000,OSM-overpass
TRM-JMB-1555,70 kV,70.0,70,0.059,way/1191285013,70000,OSM-overpass
TRM-JMB-1556,70 kV,70.0,70,0.059,way/1191285014,70000,OSM-overpass
TRM-JMB-1557,150 kV,150.0,150,0.342,way/1191285015,150000,OSM-overpass
TRM-JMB-1558,150 kV,150.0,150,0.013,way/1191285016,150000,OSM-overpass
TRM-JMB-1559,150 kV,150.0,150,0.013,way/1191285017,150000,OSM-overpass
TRM-JMB-1560,150 kV,150.0,150,0.067,way/1191285018,150000,OSM-overpass
TRM-JMB-1561,150 kV,150.0,150,0.067,way/1191285019,150000,OSM-overpass
TRM-JMB-1562,150 kV,150.0,150,0.068,way/1191285020,150000,OSM-overpass
TRM-JMB-1563,150 kV,150.0,150,0.023,way/1191285021,150000,OSM-overpass
TRM-JMB-1564,150 kV,150.0,150,0.024,way/1191285022,150000,OSM-overpass
TRM-JMB-1565,150 kV,150.0,150,0.04,way/1191285023,150000,OSM-overpass
TRM-JMB-1566,150 kV,150.0,150,0.038,way/1191285024,150000,OSM-overpass
TRM-JMB-1567,150 kV,150.0,150,9.684,way/1191285025,150000,OSM-overpass
TRM-JMB-1568,70 kV,70.0,70,39.634,way/1191285027,70000,OSM-overpass
TRM-JMB-1569,70 kV,70.0,70,0.046,way/1191285028,70000,OSM-overpass
TRM-JMB-1570,70 kV,70.0,70,0.045,way/1191285029,70000,OSM-overpass
TRM-JMB-1571,150 kV,150.0,150,0.088,way/1191285030,150000,OSM-overpass
TRM-JMB-1572,150 kV,150.0,150,0.093,way/1191285031,150000,OSM-overpass
TRM-JMB-1573,150 kV,150.0,150,0.093,way/1191285032,150000,OSM-overpass
TRM-JMB-1574,150 kV,150.0,150,0.086,way/1191285033,150000,OSM-overpass
TRM-JMB-1575,150 kV,150.0,150,10.213,way/1191285034,150000,OSM-overpass
TRM-JMB-1576,150 kV,150.0,150,0.115,way/1191285038,150000,OSM-overpass
TRM-JMB-1577,150 kV,150.0,150,0.111,way/1191285039,150000,OSM-overpass
TRM-JMB-1578,150 kV,150.0,150,0.067,way/1191285040,150000,OSM-overpass
TRM-JMB-1579,150 kV,150.0,150,0.11,way/1191285041,150000,OSM-overpass
TRM-JMB-1580,150 kV,150.0,150,0.111,way/1191285042,150000,OSM-overpass
TRM-JMB-1581,150 kV,150.0,150,0.068,way/1191285043,150000,OSM-overpass
TRM-JMB-1582,150 kV,150.0,150,0.021,way/1191285044,150000,OSM-overpass
TRM-JMB-1583,150 kV,150.0,150,0.022,way/1191285045,150000,OSM-overpass
TRM-JMB-1584,150 kV,150.0,150,0.054,way/1191285046,150000,OSM-overpass
TRM-JMB-1585,150 kV,150.0,150,0.053,way/1191285047,150000,OSM-overpass
TRM-JMB-1586,150 kV,150.0,150,0.035,way/1191285048,150000,OSM-overpass
TRM-JMB-1587,150 kV,150.0,150,0.049,way/1191285049,150000,OSM-overpass
TRM-JMB-1588,150 kV,150.0,150,0.051,way/1191285050,150000,OSM-overpass
TRM-JMB-1589,150 kV,150.0,150,0.013,way/1191285052,150000,OSM-overpass
TRM-JMB-1590,150 kV,150.0,150,0.04,way/1191285053,150000,OSM-overpass
TRM-JMB-1591,150 kV,150.0,150,0.044,way/1191285054,150000,OSM-overpass
TRM-JMB-1592,500 kV,500.0,500,0.115,way/1191285055,500000,OSM-overpass
TRM-JMB-1593,500 kV,500.0,500,0.119,way/1191285056,500000,OSM-overpass
TRM-JMB-1594,500 kV,500.0,500,0.07,way/1191285057,500000,OSM-overpass
TRM-JMB-1595,500 kV,500.0,500,0.069,way/1191285058,500000,OSM-overpass
TRM-JMB-1596,150 kV,150.0,150,0.075,way/1191285059,150000,OSM-overpass
TRM-JMB-1597,150 kV,150.0,150,0.069,way/1191285060,150000,OSM-overpass
TRM-JMB-1598,150 kV,150.0,150,0.05,way/1191285061,150000,OSM-overpass
TRM-JMB-1599,150 kV,150.0,150,0.052,way/1191285062,150000,OSM-overpass
TRM-JMB-1600,150 kV,150.0,150,0.042,way/1191285063,150000,OSM-overpass
TRM-JMB-1601,500 kV,500.0,500,0.43,way/1191285064,500000,OSM-overpass
TRM-JMB-1602,500 kV,500.0,500,0.135,way/1191285065,500000,OSM-overpass
TRM-JMB-1603,500 kV,500.0,500,0.139,way/1191285066,500000,OSM-overpass
TRM-JMB-1604,500 kV,500.0,500,0.12,way/1191285067,500000,OSM-overpass
TRM-JMB-1605,500 kV,500.0,500,0.121,way/1191285068,500000,OSM-overpass
TRM-JMB-1606,150 kV,150.0,150,0.026,way/1191384814,150000,OSM-overpass
TRM-JMB-1607,150 kV,150.0,150,0.028,way/1191384815,150000,OSM-overpass
TRM-JMB-1608,150 kV,150.0,150,1.629,way/1191384816,150000,OSM-overpass
TRM-JMB-1609,150 kV,150.0,150,0.036,way/1191384817,150000,OSM-overpass
TRM-JMB-1610,150 kV,150.0,150,0.036,way/1191384818,150000,OSM-overpass
TRM-JMB-1611,150 kV,150.0,150,0.049,way/1191384821,150000,OSM-overpass
TRM-JMB-1612,150 kV,150.0,150,0.052,way/1191384822,150000,OSM-overpass
TRM-JMB-1613,150 kV,150.0,150,0.036,way/1191438559,150000,OSM-overpass
TRM-JMB-1614,150 kV,150.0,150,0.036,way/1191438560,150000,OSM-overpass
TRM-JMB-1615,150 kV,150.0,150,0.048,way/1191438561,150000,OSM-overpass
TRM-JMB-1616,150 kV,150.0,150,0.043,way/1191438562,150000,OSM-overpass
TRM-JMB-1617,150 kV,150.0,150,12.911,way/1191438564,150000,OSM-overpass
TRM-JMB-1618,150 kV,150.0,150,0.025,way/1191438565,150000,OSM-overpass
TRM-JMB-1619,150 kV,150.0,150,0.023,way/1191438566,150000,OSM-overpass
TRM-JMB-1620,150 kV,150.0,150,0.023,way/1191438567,150000,OSM-overpass
TRM-JMB-1621,150 kV,150.0,150,0.021,way/1191438568,150000,OSM-overpass
TRM-JMB-1622,150 kV,150.0,150,0.046,way/1191438570,150000,OSM-overpass
TRM-JMB-1623,150 kV,150.0,150,0.146,way/1191438571,150000,OSM-overpass
TRM-JMB-1624,150 kV,150.0,150,0.145,way/1191438572,150000,OSM-overpass
TRM-JMB-1625,150 kV,150.0,150,0.042,way/1191438573,150000,OSM-overpass
TRM-JMB-1626,150 kV,150.0,150,0.043,way/1191438574,150000,OSM-overpass
TRM-JMB-1627,150 kV,150.0,150,0.042,way/1191438575,150000,OSM-overpass
TRM-JMB-1628,150 kV,150.0,150,0.043,way/1191438576,150000,OSM-overpass
TRM-JMB-1629,150 kV,150.0,150,0.042,way/1191438577,150000,OSM-overpass
TRM-JMB-1630,150 kV,150.0,150,0.041,way/1191438578,150000,OSM-overpass
TRM-JMB-1631,150 kV,150.0,150,0.04,way/1191438579,150000,OSM-overpass
TRM-JMB-1632,150 kV,150.0,150,0.106,way/1191438580,150000,OSM-overpass
TRM-JMB-1633,150 kV,150.0,150,0.093,way/1191438581,150000,OSM-overpass
TRM-JMB-1634,150 kV,150.0,150,13.104,way/1191438582,150000,OSM-overpass
TRM-JMB-1635,150 kV,150.0,150,0.172,way/1191438583,150000,OSM-overpass
TRM-JMB-1636,150 kV,150.0,150,0.157,way/1191438584,150000,OSM-overpass
TRM-JMB-1637,150 kV,150.0,150,0.145,way/1191438585,150000,OSM-overpass
TRM-JMB-1638,150 kV,150.0,150,0.129,way/1191438586,150000,OSM-overpass
TRM-JMB-1639,150 kV,150.0,150,0.131,way/1191438587,150000,OSM-overpass
TRM-JMB-1640,150 kV,150.0,150,0.155,way/1191438588,150000,OSM-overpass
TRM-JMB-1641,150 kV,150.0,150,0.061,way/1191438589,150000,OSM-overpass
TRM-JMB-1642,150 kV,150.0,150,0.155,way/1191438590,150000,OSM-overpass
TRM-JMB-1643,150 kV,150.0,150,0.096,way/1191438594,150000,OSM-overpass
TRM-JMB-1644,150 kV,150.0,150,0.074,way/1191438595,150000,OSM-overpass
TRM-JMB-1645,150 kV,150.0,150,0.041,way/1191438596,150000,OSM-overpass
TRM-JMB-1646,150 kV,150.0,150,0.037,way/1191438597,150000,OSM-overpass
TRM-JMB-1647,150 kV,150.0,150,0.224,way/1191438598,150000,OSM-overpass
TRM-JMB-1648,150 kV,150.0,150,0.161,way/1191438599,150000,OSM-overpass
TRM-JMB-1649,150 kV,150.0,150,0.039,way/1191438600,150000,OSM-overpass
TRM-JMB-1650,150 kV,150.0,150,0.033,way/1191438601,150000,OSM-overpass
TRM-JMB-1651,150 kV,150.0,150,0.034,way/1191438602,150000,OSM-overpass
TRM-JMB-1652,150 kV,150.0,150,7.912,way/1191438603,150000,OSM-overpass
TRM-JMB-1653,150 kV,150.0,150,0.068,way/1191438604,150000,OSM-overpass
TRM-JMB-1654,150 kV,150.0,150,0.062,way/1191438605,150000,OSM-overpass
