id,name,type,capacity_mw,province,region_key,status,target_cod_year,cod_re_base,cod_ared,developer,source_table,source_page
RUPTL-JAMALI-P-0207,Madura Jawa-Bali-4,PLTS,450.0,Jawa Timur,jamali,Planned,2028,,2028 2029 2029,SH-PLN SH-PLN SH-PLN,,914
RUPTL-JAMALI-P-0208,Madura,?,100.0,Jawa Timur,jamali,Planned,2030,,2030,SH-PLN,,914
RUPTL-JAMALI-P-0209,Jawa-Bali (Kuota) Tersebar II,PLTB,80.0,Jawa Timur,jamali,Planned,2030,,2030,IPP,,915
RUPTL-JAMALI-P-0210,Telaga Ngebel (FTP2),PLTP,55.0,Jawa Timur,jamali,Proposed,2031,,2031,IPP,,915
RUPTL-JAMALI-P-0211,Telaga Ngebel (FTP2),PLTP,55.0,Jawa Timur,jamali,Proposed,2031,,2031,IPP,,915
RUPTL-JAMALI-P-0212,Jawa-Bali (Kuota) Tersebar,PLTP,60.0,Jawa Timur,jamali,Planned,2032,,2032,IPP,,915
RUPTL-JAMALI-P-0213,Jawa-Bali (Kuota) Tersebar I Grindulu Grindulu Grindulu Grindulu,PLTB,1100.0,Jawa Timur,jamali,Planned,2027,,2027 2033 2033 2033 2033,IPP SH-PLN SH-PLN SH-PLN SH-PLN,,915
RUPTL-JAMALI-P-0214,Jawa-Bali (Kuota) Tersebar,PLTP,60.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,915
RUPTL-JAMALI-P-0215,Jawa-Bali (Kuota) Tersebar,PLTP,55.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,915
RUPTL-JAMALI-P-0216,Jawa-Bali (Kuota) Tersebar,PLTP,55.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,915
RUPTL-JAMALI-P-0217,Jawa-Bali (Kuota) Tersebar,PLTP,20.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,915
RUPTL-JAMALI-P-0218,Jawa-Bali (Kuota) Tersebar,PLTP,20.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,915
RUPTL-JAMALI-P-0219,Jawa Timur (Kuota) Tersebar XI,PLTS,66.0,Jawa Timur,jamali,Planned,2026,,2026,IPP,,915
RUPTL-JAMALI-P-0220,Jawa Timur (Kuota) VIII,PLTS,50.0,Jawa Timur,jamali,Planned,2030,,2030,IPP,,915
RUPTL-JAMALI-P-0221,Jawa-Bali (Kuota) Tersebar IVD,?,250.0,Jawa Timur,jamali,Planned,2034,,2034,SH-PLN,,915
RUPTL-JAMALI-P-0222,BESS Smoothing Tersebar,?,250.0,Jawa Timur,jamali,Planned,2027,,2027,PLN,,915
RUPTL-JAMALI-P-0223,Jawa Timur (Kuota) Tersebar XII,PLTS,525.0,Jawa Timur,jamali,Planned,2030,,2030,IPP,,915
RUPTL-JAMALI-P-0224,Jawa Timur (Kuota) VII,PLTS,50.0,Jawa Timur,jamali,Planned,2030,,2030,IPP,,915
RUPTL-JAMALI-P-0225,Jawa-Bali (Kuota) Tersebar IV,PLTB,200.0,Jawa Timur,jamali,Planned,2030,,2030,IPP,,915
RUPTL-JAMALI-P-0226,Jawa-Bali (Kuota) Tersebar V,PLTB,200.0,Jawa Timur,jamali,Planned,2030,,2030,IPP,,915
RUPTL-JAMALI-P-0227,Jawa-Bali (Kuota) Tersebar III,PLTB,200.0,Jawa Timur,jamali,Planned,2030,,2030,IPP,,915
RUPTL-JAMALI-P-0228,Jawa Timur (Kuota) IX,PLTS,50.0,Jawa Timur,jamali,Planned,2031,,2031,IPP,,915
RUPTL-JAMALI-P-0229,BESS Smoothing Tersebar,?,400.0,Jawa Timur,jamali,Planned,2031,,2031,PLN,,915
RUPTL-JAMALI-P-0230,Jawa-Bali (Kuota) Tersebar VII,PLTB,100.0,Jawa Timur,jamali,Planned,2031,,2031,IPP,,916
RUPTL-JAMALI-P-0231,Jawa-Bali (Kuota) Tersebar VI,PLTB,100.0,Jawa Timur,jamali,Planned,2031,,2031,IPP,,916
RUPTL-JAMALI-P-0232,Jawa Timur (Kuota) X,PLTS,50.0,Jawa Timur,jamali,Planned,2032,,2032,IPP,,916
RUPTL-JAMALI-P-0233,Jawa-Bali (Kuota) Tersebar VIII,PLTB,100.0,Jawa Timur,jamali,Planned,2032,,2032,IPP,,916
RUPTL-JAMALI-P-0234,Jawa-Bali (Kuota) Tersebar X,PLTB,200.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,916
RUPTL-JAMALI-P-0235,Jawa-Bali (Kuota) Tersebar XI,PLTB,200.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,916
RUPTL-JAMALI-P-0236,Jawa-Bali (Kuota) Tersebar XII,PLTB,200.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,916
RUPTL-JAMALI-P-0237,Jawa-Bali (Kuota) Tersebar IX,PLTB,200.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,916
RUPTL-JAMALI-P-0238,Jawa Timur (Kuota) Tersebar XIII,PLTS,525.0,Jawa Timur,jamali,Planned,2033,,2033,IPP,,916
RUPTL-JAMALI-P-0239,BESS Jawa- Bali (Kuota) Tersebar IIID Lisdes Lisdes Isolated Jatim Isolated Jatim Isolated Jatim Lisdes Isolated Jatim Isolated Jatim Isolated Jatim Isolated Jatim Isolated Jatim,?,8190.955,Jawa Timur,jamali,Planned,2033,,2033 2025 2025 2026 2027 2027 2027 2027 2028 2028 2029 2032,SH-PLN PLN PLN PLN PLN PLN PLN PLN SH-PLN SH-PLN SH-PLN SH-PLN,,916
RUPTL-JAMALI-P-0240,Titab,PLTM,1.27,Bali,jamali,Construction,2025,2025,2025,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0241,Bali Timur,PLTS,25.0,Bali,jamali,Construction,2025,2025,2025,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0242,Bali Barat,PLTS,25.0,Bali,jamali,Planned,2025,2025,2025,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0243,Bali,PLTMG,200.0,Bali,jamali,Planned,2026,2026,2026,SH-PLN,Tabel B7.9,943
RUPTL-JAMALI-P-0244,Bali (Kuota) III,PLTS,50.0,Bali,jamali,Planned,2026,2026,2026,SH-PLN,Tabel B7.9,943
RUPTL-JAMALI-P-0245,Jawa-Bali-2,PLTGU,450.0,Bali,jamali,Planned,2027,2027,2027,SH-PLN,Tabel B7.9,943
RUPTL-JAMALI-P-0246,Jawa-Bali-3,PLTGU,450.0,Bali,jamali,Planned,2028,2028,2028,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0247,Jawa-Bali-6,PLTGU,450.0,Bali,jamali,Planned,2029,2029,2029,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0248,Bedugul,PLTP,5.0,Bali,jamali,Proposed,2028,2028,2028,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0249,Bedugul,PLTP,60.0,Bali,jamali,Proposed,2030,2030,2030,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0250,Bedugul,PLTP,55.0,Bali,jamali,Planned,2033,2033,2033,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0251,Bedugul,PLTP,55.0,Bali,jamali,Planned,2033,2033,2033,IPP,Tabel B7.9,943
RUPTL-JAMALI-P-0252,Bali (Kuota) V,PLTS,25.0,Bali,jamali,Planned,2034,2034,2034,IPP,,944
RUPTL-JAMALI-P-0253,Bali (Kuota) IX,?,100.0,Bali,jamali,Planned,2033,,2033,SH-PLN,,944
RUPTL-JAMALI-P-0254,Bali (Kuota) VI,PLTS,25.0,Bali,jamali,Planned,2034,,2034,IPP,,944
RUPTL-JAMALI-P-0255,Isolated Bali,PLTB,10.0,Bali,jamali,Planned,2026,2026,2026,SH-PLN,,944
RUPTL-JAMALI-P-0256,Isolated Bali,?,7.5,Bali,jamali,Planned,2026,2026,2026,SH-PLN,,944
RUPTL-JAMALI-P-0257,Isolated Bali,PLTS,4.5,Bali,jamali,Planned,2026,2026,2026,SH-PLN,,944
RUPTL-JAMALI-P-0258,Isolated Bali,?,3.5,Bali,jamali,Planned,2028,2028,2028,PLN,,944
