id,name,from_bus,to_bus,voltage_kv,action_type,circuits,line_type,length_km,target_cod_year,status,province,region_key,source_page,source_table
RUPTL-KALIMANTAN-T-0118,GI 3 K-IKN — Inc 2 Phi (Bukit Biru - GI 1 K- IKN),GI 3 K-IKN,Inc 2 Phi (Bukit Biru - GI 1 K- IKN),150,New,4,SUTT,4357.2,2034,Planned,Kalimantan Timur,kalimantan,788,Tabel A14.19
RUPTL-KALIMANTAN-T-0119,Tanjung Selor — Tidang Pale,Tanjung Selor,Tidang Pale,150,New,2,SUTT,226.0,2025,Construction,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0120,Sekatak — Inc 2 phi (Tanjung Selor – Tidung Pale),Sekatak,Inc 2 phi (Tanjung Selor – Tidung Pale),150,New,4,SUTT,4.0,2026,Committed,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0121,Sekatak — Landing Point Apas Payau,Sekatak,Landing Point Apas Payau,150,New,2,SUTT,112.0,2026,Committed,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0122,Landing Point Apas Payau — Landing Point Juata,Landing Point Apas Payau,Landing Point Juata,150,New,2,SKLT,4.4,2026,Committed,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0123,Landing Point Juata — Tarakan,Landing Point Juata,Tarakan,150,New,2,SUTT,40.0,2026,Committed,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0124,Inc 2 Phi (L.Point Juata - Tarakan) — PLTMG Tarakan,Inc 2 Phi (L.Point Juata - Tarakan),PLTMG Tarakan,150,New,4,SUTT,2.0,2027,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0125,Landing Point Tinabasan — Landing Point Nunukan,Landing Point Tinabasan,Landing Point Nunukan,150,New,2,SKLT,8.8,2028,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0126,Malinau — Landing Point Tinabasan,Malinau,Landing Point Tinabasan,150,New,2,SUTT,342.0,2028,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0127,Landing Point Nunukan — Nunukan,Landing Point Nunukan,Nunukan,150,New,2,SUTT,12.0,2028,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0128,Kalseltengtimra-3 (PLTS+BESS) 150 MW — GI Eksisting / Baru Sistem Kalseltengtimra,Kalseltengtimra-3 (PLTS+BESS) 150 MW,GI Eksisting / Baru Sistem Kalseltengtimra,150,New,2,SUTT,10.0,,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0129,GITET Kaltara — GITET TJ. Selor,GITET Kaltara,GITET TJ. Selor,500,New,2,SUTET,80.0,2031,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0130,GITET TJ. Selor — GITET Embalut,GITET TJ. Selor,GITET Embalut,500,New,2,SUTET,760.0,2031,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0131,PLTA Kalseltengtimra (Kuota) Tersebar 300 MW — GI Eksisting / Baru Sistem Kalseltengtimra,PLTA Kalseltengtimra (Kuota) Tersebar 300 MW,GI Eksisting / Baru Sistem Kalseltengtimra,150,New,2,SUTT,20.0,2031,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0132,PLTA Kalseltengtimra — GI Eksisting / Baru,PLTA Kalseltengtimra,GI Eksisting / Baru,150,New,2,SUTT,20.0,2031,Planned,Kalimantan Utara,kalimantan,806,Tabel A15.12
RUPTL-KALIMANTAN-T-0133,Sebuku — Inc 2 phi (Malinau - Nunukan),Sebuku,Inc 2 phi (Malinau - Nunukan),150,New,4,SUTT,2.0,2032,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0134,PLTA Kalseltengtimra (Kuota) Tersebar 200 MW — GI Eksisting / Baru Sistem Kalseltengtimra,PLTA Kalseltengtimra (Kuota) Tersebar 200 MW,GI Eksisting / Baru Sistem Kalseltengtimra,150,New,2,SUTT,20.0,,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0135,Sei Menggaris — Tidang Pale,Sei Menggaris,Tidang Pale,150,New,2,SUTT,164.0,2033,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0136,PLTA Kalseltengtimra (Kuota) Tersebar 200 MW — GI Eksisting / Baru Sistem Kalseltengtimra,PLTA Kalseltengtimra (Kuota) Tersebar 200 MW,GI Eksisting / Baru Sistem Kalseltengtimra,150,New,2,SUTT,20.0,,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0137,Sei Menggaris — Landing Point Sei Menggaris,Sei Menggaris,Landing Point Sei Menggaris,150,New,2,SUTT,69.0,2034,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0138,Landing Point Seimenggaris — Landing Point Nunukan 2,Landing Point Seimenggaris,Landing Point Nunukan 2,150,New,2,SKLT,8.8,2034,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0139,GITET Tanjung Selor — Sabah,GITET Tanjung Selor,Sabah,275,New,2,SUTET,464.0,2034,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0140,Landing Point Nunukan 2 — Nunukan,Landing Point Nunukan 2,Nunukan,150,New,2,SUTT,12.0,2034,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0141,PLTS Kalseltengtimra (Kuota) Tersebar 50 MW — GI Eksisting / Baru Sistem Kalseltengtimra,PLTS Kalseltengtimra (Kuota) Tersebar 50 MW,GI Eksisting / Baru Sistem Kalseltengtimra,150,New,2,SUTT,10.0,2034,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0142,PLTA Kalseltengtimra (Kuota) Tersebar 400 MW Jumlah — GI Eksisting / Baru Sistem Kalseltengtimra,PLTA Kalseltengtimra (Kuota) Tersebar 400 MW Jumlah,GI Eksisting / Baru Sistem Kalseltengtimra,500,New,2,SUTET,1867.0,2032,Planned,Kalimantan Utara,kalimantan,807,Tabel A15.15
RUPTL-KALIMANTAN-T-0143,Gandul II / Pamulang — Inc. (Serpong - Petukangan | Bintaro),Gandul II / Pamulang,Inc. (Serpong - Petukangan | Bintaro),150,New,4,SUTT,80.0,2025,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0144,Budi Kemuliaan — Kebon Sirih,Budi Kemuliaan,Kebon Sirih,150,New,2,SKTT,4.0,2025,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0145,Muara Karang Lama — Budi Kemuliaan,Muara Karang Lama,Budi Kemuliaan,150,New,2,SKTT,24.0,2025,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0146,Kebon Jeruk — Duri Kosambi,Kebon Jeruk,Duri Kosambi,150,New,2,SKTT,20.0,2025,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0147,Priok — Muara Tawar,Priok,Muara Tawar,500,New,2,SUTET,30.0,2025,Construction,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0148,Setiabudi II / Casablanca — Inc. (Cawang - Abadi Guna Papan | Taman Rasuna),Setiabudi II / Casablanca,Inc. (Cawang - Abadi Guna Papan | Taman Rasuna),150,New,4,SKTT,4.0,2026,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0149,Manggarai — Dukuh Atas,Manggarai,Dukuh Atas,150,New,1,SKTT,3.0,2026,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0150,Cawang Lama — Tx. Cawang Lama,Cawang Lama,Tx. Cawang Lama,150,New,2,SUTT,9.1,2026,Construction,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0151,Duren Tiga II / Ragunan — Tx. Ragunan,Duren Tiga II / Ragunan,Tx. Ragunan,150,New,2,SUTT,2.6,2026,Construction,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0152,Tx Cawang Lama — Tx. Ragunan,Tx Cawang Lama,Tx. Ragunan,150,New,2,SKTT,3.6,2026,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0153,Danayasa — Abadi Guna Papan,Danayasa,Abadi Guna Papan,150,New,2,SKTT,4.0,2026,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0154,Cawang Baru — Gandul,Cawang Baru,Gandul,500,New,2,,44.0,2026,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0155,Ancol II / Pinangsia — Angke,Ancol II / Pinangsia,Angke,150,New,2,SKTT,10.0,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0156,Gambir Lama II — Inc. (Kebon Sirih - Gambir Lama),Gambir Lama II,Inc. (Kebon Sirih - Gambir Lama),150,New,2,SKTT,1.0,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0157,Angke — Ancol,Angke,Ancol,150,New,2,SKTT,11.8,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0158,Ancol — Kemayoran,Ancol,Kemayoran,150,New,2,SKTT,9.6,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0159,Kemayoran — Tx. Kemayoran,Kemayoran,Tx. Kemayoran,150,New,2,SKTT,10.0,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0160,Muara Karang Lama — Duri Kosambi,Muara Karang Lama,Duri Kosambi,150,New,2,SKTT,38.0,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0161,Petukangan — PLTD Senayan,Petukangan,PLTD Senayan,150,New,2,SKTT,19.0,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0162,Manggarai — Gedung Pola,Manggarai,Gedung Pola,150,New,1,SKTT,3.5,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0163,Duri Kosambi — Kembangan,Duri Kosambi,Kembangan,150,New,2,SKTT,13.6,2027,Planned,Kalimantan Utara,kalimantan,819,Tabel B1.11
RUPTL-KALIMANTAN-T-0164,Priok — Muara karang,Priok,Muara karang,500,New,2,SUTET,20.0,2027,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0165,Mampang Baru II — Inc. (Mampang - Karet Lama),Mampang Baru II,Inc. (Mampang - Karet Lama),150,New,4,SUTT,6.4,2028,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0166,PLTSA Sunter — Kemayoran,PLTSA Sunter,Kemayoran,150,New,1,SUTT,3.0,2028,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0167,Rasuna Said — Cawang,Rasuna Said,Cawang,275,New,2,,20.0,2028,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0168,Citra Garden — Kapuk / PIK,Citra Garden,Kapuk / PIK,150,New,2,SUTT,18.0,2032,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0169,Taman Rasuna II / Benhil — Karet Lama,Taman Rasuna II / Benhil,Karet Lama,150,New,2,SKTT,10.0,2033,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0170,Semanggi Barat II / Petamburan — Karet Lama,Semanggi Barat II / Petamburan,Karet Lama,150,New,2,SKTT,3.0,2034,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0171,PLTSa DKI Jakarta (Kuota) Tersebar 1 — DKI Jakarta Eksisting / Baru,PLTSa DKI Jakarta (Kuota) Tersebar 1,DKI Jakarta Eksisting / Baru,150,New,2,SUTT,10.0,2029,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0172,PLTSa DKI Jakarta (Kuota) Tersebar 1 — DKI Jakarta Eksisting / Baru,PLTSa DKI Jakarta (Kuota) Tersebar 1,DKI Jakarta Eksisting / Baru,150,New,2,SUTT,10.0,2029,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0173,PLTSa DKI Jakarta (Kuota) Tersebar 1 — DKI Jakarta Eksisting / Baru,PLTSa DKI Jakarta (Kuota) Tersebar 1,DKI Jakarta Eksisting / Baru,150,New,2,SUTT,10.0,2029,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
RUPTL-KALIMANTAN-T-0174,Pondok Kelapa II — Inc. (Pondok Kelapa - Jatiwaringin),Pondok Kelapa II,Inc. (Pondok Kelapa - Jatiwaringin),150,New,4,SUTT,4.0,2026,Planned,Kalimantan Utara,kalimantan,820,Tabel B1.14
